cond,target,fold,seed,anchor,pseudo,r,resid,lam,rmse_cm,bias_cm,n
noinfo,Canada,0,1,stefan_ku_cci,none,0.0,catboost_lo,0.25,25.942,10.085,749
noinfo,Canada,0,1,stefan_ku_cci,none,0.0,catboost_lo,0.5,25.373,8.438,749
noinfo,Canada,0,1,stefan_ku_cci,none,0.0,catboost_lo,0.75,24.984,6.791,749
noinfo,Canada,0,1,stefan_ku_cci,none,0.0,catboost_lo,1.0,24.785,5.144,749
noinfo,Canada,0,2,stefan_ku_cci,none,0.0,catboost_lo,0.0,26.681,11.732,749
noinfo,Canada,0,2,stefan_ku_cci,none,0.0,catboost_lo,0.25,26.009,10.55,749
noinfo,Canada,0,2,stefan_ku_cci,none,0.0,catboost_lo,0.5,25.491,9.368,749
noinfo,Canada,0,2,stefan_ku_cci,none,0.0,catboost_lo,0.75,25.134,8.186,749
noinfo,Canada,0,2,stefan_ku_cci,none,0.0,catboost_lo,1.0,24.948,7.004,749
noinfo,Canada,0,0,stefan_ku_cci,none,0.0,mlp,0.0,26.681,11.732,749
noinfo,Canada,0,0,stefan_ku_cci,none,0.0,mlp,0.25,26.662,9.965,749
noinfo,Canada,0,0,stefan_ku_cci,none,0.0,mlp,0.5,27.74,8.199,749
noinfo,Canada,0,0,stefan_ku_cci,none,0.0,mlp,0.75,29.798,6.433,749
noinfo,Canada,0,0,stefan_ku_cci,none,0.0,mlp,1.0,32.651,4.667,749
noinfo,Canada,0,1,stefan_ku_cci,none,0.0,mlp,0.0,26.681,11.732,749
noinfo,Canada,0,1,stefan_ku_cci,none,0.0,mlp,0.25,26.055,9.507,749
noinfo,Canada,0,1,stefan_ku_cci,none,0.0,mlp,0.5,25.922,7.283,749
noinfo,Canada,0,1,stefan_ku_cci,none,0.0,mlp,0.75,26.288,5.058,749
noinfo,Canada,0,1,stefan_ku_cci,none,0.0,mlp,1.0,27.134,2.834,749
noinfo,Canada,0,2,stefan_ku_cci,none,0.0,mlp,0.0,26.681,11.732,749
noinfo,Canada,0,2,stefan_ku_cci,none,0.0,mlp,0.25,26.359,9.018,749
noinfo,Canada,0,2,stefan_ku_cci,none,0.0,mlp,0.5,27.73,6.305,749
noinfo,Canada,0,2,stefan_ku_cci,none,0.0,mlp,0.75,30.568,3.592,749
noinfo,Canada,0,2,stefan_ku_cci,none,0.0,mlp,1.0,34.512,0.879,749
noinfo,Russia_W,0,0,ku_cal,none,0.0,ridge,0.0,29.742,-10.298,28
noinfo,Russia_W,0,0,ku_cal,none,0.0,ridge,0.25,32.196,-17.404,28
noinfo,Russia_W,0,0,ku_cal,none,0.0,ridge,0.5,36.809,-24.509,28
noinfo,Russia_W,0,0,ku_cal,none,0.0,ridge,0.75,42.889,-31.614,28
noinfo,Russia_W,0,0,ku_cal,none,0.0,ridge,1.0,49.903,-38.72,28
