source,site,lat,lon,depth_m,temp_c,year,elev_m,gtnp_id
GGD200,Yusno-Tambeysky,71.3,71.5833,20.0,-6.0,,,
GGD200,Yusno-Tambeysky,71.3,71.5833,50.0,-6.0,,,
GGD200,Yusno-Tambeysky,71.3,71.5833,100.0,-6.0,,,
GGD200,Yusno-Tambeysky,71.3,71.5833,200.0,-5.0,,,
GGD200,Yusno-Tambeysky,71.3,71.5833,300.0,-3.0,,,
GGD200,Yusno-Tambeysky,71.3,71.5833,400.0,-2.0,,,
GGD200,Yusno-Tambeysky,71.3,71.5833,500.0,0.0,,,
GGD200,Yusno-Tambeysky,71.3,71.5833,1000.0,17.0,,,
GGD200,Yusno-Tambeysky,71.3,71.5833,2000.0,49.0,,,
GGD200,Messoyakhsky,69.5,82.4333,20.0,-6.0,,,
GGD200,Messoyakhsky,69.5,82.4333,50.0,-4.0,,,
GGD200,Messoyakhsky,69.5,82.4333,100.0,-3.0,,,
GGD200,Messoyakhsky,69.5,82.4333,200.0,-2.0,,,
GGD200,Messoyakhsky,69.5,82.4333,300.0,-1.0,,,
GGD200,Messoyakhsky,69.5,82.4333,400.0,0.4,,,
GGD200,Messoyakhsky,69.5,82.4333,500.0,3.0,,,
GGD200,Messoyakhsky,69.5,82.4333,1000.0,15.0,,,
GGD200,Messoyakhsky,69.5,82.4333,2000.0,42.0,,,
GGD200,Yusno-Soleninsky,69.2,82.75,20.0,-7.0,,,
GGD200,Yusno-Soleninsky,69.2,82.75,50.0,-6.0,,,
GGD200,Yusno-Soleninsky,69.2,82.75,100.0,-5.0,,,
GGD200,Yusno-Soleninsky,69.2,82.75,200.0,-4.0,,,
GGD200,Yusno-Soleninsky,69.2,82.75,300.0,-2.0,,,
GGD200,Yusno-Soleninsky,69.2,82.75,400.0,-1.0,,,
GGD200,Yusno-Soleninsky,69.2,82.75,500.0,0.8,,,
GGD200,Yusno-Soleninsky,69.2,82.75,1000.0,12.0,,,
GGD200,Yusno-Soleninsky,69.2,82.75,2000.0,34.0,,,
GGD200,Yamburgsky,68.0,76.2,20.0,-5.0,,,
GGD200,Yamburgsky,68.0,76.2,50.0,-6.0,,,
GGD200,Yamburgsky,68.0,76.2,100.0,-5.0,,,
GGD200,Yamburgsky,68.0,76.2,200.0,-4.0,,,
GGD200,Yamburgsky,68.0,76.2,300.0,-3.0,,,
GGD200,Yamburgsky,68.0,76.2,400.0,-1.0,,,
GGD200,Yamburgsky,68.0,76.2,500.0,1.6,,,
GGD200,Yamburgsky,68.0,76.2,600.0,4.7,,,
GGD200,Yamburgsky,68.0,76.2,1000.0,17.0,,,
GGD200,Yamburgsky,68.0,76.2,2000.0,48.0,,,
GGD200,Peszovy,67.1,75.4,20.0,-5.0,,,
GGD200,Peszovy,67.1,75.4,50.0,-5.0,,,
GGD200,Peszovy,67.1,75.4,100.0,-4.0,,,
GGD200,Peszovy,67.1,75.4,200.0,-4.0,,,
GGD200,Peszovy,67.1,75.4,300.0,-2.0,,,
GGD200,Peszovy,67.1,75.4,400.0,-1.0,,,
GGD200,Peszovy,67.1,75.4,500.0,1.6,,,
GGD200,Peszovy,67.1,75.4,600.0,4.9,,,
GGD200,Peszovy,67.1,75.4,1000.0,18.0,,,
GGD200,Peszovy,67.1,75.4,2000.0,52.0,,,
GGD200,Russky,66.5833,80.5,20.0,-3.0,,,
GGD200,Russky,66.5833,80.5,50.0,-2.0,,,
GGD200,Russky,66.5833,80.5,100.0,-2.0,,,
GGD200,Russky,66.5833,80.5,200.0,-1.0,,,
GGD200,Russky,66.5833,80.5,300.0,-1.0,,,
GGD200,Russky,66.5833,80.5,400.0,0.0,,,
GGD200,Russky,66.5833,80.5,500.0,4.0,,,
GGD200,Russky,66.5833,80.5,600.0,8.1,,,
GGD200,Russky,66.5833,80.5,1000.0,22.0,,,
GGD200,Medvegy,66.0,74.0,20.0,0.8,,,
GGD200,Medvegy,66.0,74.0,50.0,0.5,,,
GGD200,Medvegy,66.0,74.0,100.0,0.0,,,
GGD200,Medvegy,66.0,74.0,200.0,-0.0,,,
GGD200,Medvegy,66.0,74.0,300.0,0.3,,,
GGD200,Medvegy,66.0,74.0,400.0,4.0,,,
GGD200,Medvegy,66.0,74.0,500.0,7.5,,,
GGD200,Medvegy,66.0,74.0,600.0,10.0,,,
GGD200,Medvegy,66.0,74.0,1000.0,23.0,,,
GGD200,Medvegy,66.0,74.0,2000.0,57.0,,,
GGD200,Nadymsky,65.6,73.0,20.0,2.2,,,
GGD200,Nadymsky,65.6,73.0,50.0,2.1,,,
GGD200,Nadymsky,65.6,73.0,100.0,1.2,,,
GGD200,Nadymsky,65.6,73.0,200.0,-0.0,,,
GGD200,Nadymsky,65.6,73.0,300.0,3.0,,,
GGD200,Nadymsky,65.6,73.0,400.0,6.1,,,
GGD200,Nadymsky,65.6,73.0,500.0,9.0,,,
GGD200,Nadymsky,65.6,73.0,600.0,17.3,,,
GGD200,Nadymsky,65.6,73.0,1000.0,26.0,,,
GGD200,Nadymsky,65.6,73.0,2000.0,60.0,,,
GGD200,Vostochno-,65.0333,78.0833,20.0,0.6,,,
GGD200,Vostochno-,65.0333,78.0833,50.0,1.0,,,
GGD200,Vostochno-,65.0333,78.0833,100.0,1.9,,,
GGD200,Vostochno-,65.0333,78.0833,200.0,3.2,,,
GGD200,Vostochno-,65.0333,78.0833,300.0,6.1,,,
GGD200,Vostochno-,65.0333,78.0833,400.0,8.1,,,
GGD200,Vostochno-,65.0333,78.0833,500.0,10.9,,,
GGD200,Vostochno-,65.0333,78.0833,600.0,14.2,,,
GGD200,Vostochno-,65.0333,78.0833,1000.0,30.0,,,
GGD200,Vostochno-,65.0333,78.0833,2000.0,68.0,,,
GGD200,Verkhne-Purpeysky,64.3833,75.2,20.0,1.7,,,
GGD200,Verkhne-Purpeysky,64.3833,75.2,50.0,1.5,,,
GGD200,Verkhne-Purpeysky,64.3833,75.2,100.0,0.7,,,
GGD200,Verkhne-Purpeysky,64.3833,75.2,200.0,-0.0,,,
GGD200,Verkhne-Purpeysky,64.3833,75.2,300.0,1.5,,,
GGD200,Verkhne-Purpeysky,64.3833,75.2,400.0,5.2,,,
GGD200,Verkhne-Purpeysky,64.3833,75.2,500.0,9.0,,,
GGD200,Verkhne-Purpeysky,64.3833,75.2,1000.0,28.0,,,
GGD200,Verkhne-Purpeysky,64.3833,75.2,2000.0,64.0,,,
GGD200,Sutorminsky,63.6667,74.75,20.0,3.1,,,
GGD200,Sutorminsky,63.6667,74.75,50.0,2.8,,,
GGD200,Sutorminsky,63.6667,74.75,100.0,2.4,,,
GGD200,Sutorminsky,63.6667,74.75,200.0,1.1,,,
GGD200,Sutorminsky,63.6667,74.75,300.0,-0.0,,,
GGD200,Sutorminsky,63.6667,74.75,400.0,1.2,,,
GGD200,Sutorminsky,63.6667,74.75,500.0,5.0,,,
GGD200,Sutorminsky,63.6667,74.75,1000.0,22.0,,,
GGD200,Sutorminsky,63.6667,74.75,2000.0,56.0,,,
GGD200,Vyngapursky,63.0833,76.4667,20.0,1.5,,,
GGD200,Vyngapursky,63.0833,76.4667,50.0,1.3,,,
GGD200,Vyngapursky,63.0833,76.4667,100.0,0.6,,,
GGD200,Vyngapursky,63.0833,76.4667,200.0,-0.0,,,
GGD200,Vyngapursky,63.0833,76.4667,300.0,-0.0,,,
GGD200,Vyngapursky,63.0833,76.4667,400.0,1.8,,,
GGD200,Vyngapursky,63.0833,76.4667,500.0,4.8,,,
GGD200,Vyngapursky,63.0833,76.4667,600.0,8.8,,,
GGD200,Vyngapursky,63.0833,76.4667,1000.0,25.0,,,
GGD200,Varyegansky,62.0,77.75,20.0,2.2,,,
GGD200,Varyegansky,62.0,77.75,50.0,1.5,,,
GGD200,Varyegansky,62.0,77.75,100.0,1.0,,,
GGD200,Varyegansky,62.0,77.75,200.0,0.0,,,
GGD200,Varyegansky,62.0,77.75,300.0,1.7,,,
GGD200,Varyegansky,62.0,77.75,400.0,5.3,,,
GGD200,Varyegansky,62.0,77.75,500.0,10.0,,,
GGD200,Varyegansky,62.0,77.75,600.0,14.8,,,
GGD200,Varyegansky,62.0,77.75,1000.0,34.0,,,
GGD200,Varyegansky,62.0,77.75,2000.0,67.0,,,
GGD200,Agansky.,61.5,76.0833,20.0,1.5,,,
GGD200,Agansky.,61.5,76.0833,50.0,0.6,,,
GGD200,Agansky.,61.5,76.0833,100.0,-0.0,,,
GGD200,Agansky.,61.5,76.0833,200.0,-0.0,,,
GGD200,Agansky.,61.5,76.0833,300.0,2.4,,,
GGD200,Agansky.,61.5,76.0833,400.0,5.0,,,
GGD200,Agansky.,61.5,76.0833,500.0,8.0,,,
GGD200,Agansky.,61.5,76.0833,1000.0,31.0,,,
GGD200,Agansky.,61.5,76.0833,2000.0,71.0,,,
GGD200,Vatinsky,61.0,76.1333,20.0,2.8,,,
GGD200,Vatinsky,61.0,76.1333,50.0,3.2,,,
GGD200,Vatinsky,61.0,76.1333,100.0,3.6,,,
GGD200,Vatinsky,61.0,76.1333,200.0,4.3,,,
GGD200,Vatinsky,61.0,76.1333,300.0,5.1,,,
GGD200,Vatinsky,61.0,76.1333,400.0,7.8,,,
GGD200,Vatinsky,61.0,76.1333,500.0,13.6,,,
GGD200,Vatinsky,61.0,76.1333,600.0,18.1,,,
GGD200,Vatinsky,61.0,76.1333,1000.0,41.0,,,
GGD200,Kharasavaysky,71.0833,67.1167,20.0,-6.0,,,
GGD200,Kharasavaysky,71.0833,67.1167,50.0,-5.0,,,
GGD200,Kharasavaysky,71.0833,67.1167,100.0,-4.0,,,
GGD200,Kharasavaysky,71.0833,67.1167,200.0,-2.0,,,
GGD200,Kharasavaysky,71.0833,67.1167,300.0,0.0,,,
GGD200,Kharasavaysky,71.0833,67.1167,400.0,4.5,,,
GGD200,Kharasavaysky,71.0833,67.1167,500.0,9.0,,,
GGD200,Kharasavaysky,71.0833,67.1167,600.0,13.4,,,
GGD200,Kharasavaysky,71.0833,67.1167,1000.0,31.0,,,
GGD200,Kharasavaysky,71.0833,67.1167,2000.0,76.0,,,
GGD200,Bovanenkovsky,70.25,68.2667,20.0,-6.0,,,
GGD200,Bovanenkovsky,70.25,68.2667,50.0,-5.0,,,
GGD200,Bovanenkovsky,70.25,68.2667,100.0,-4.0,,,
GGD200,Bovanenkovsky,70.25,68.2667,200.0,-2.0,,,
GGD200,Bovanenkovsky,70.25,68.2667,300.0,0.0,,,
GGD200,Bovanenkovsky,70.25,68.2667,400.0,4.0,,,
GGD200,Bovanenkovsky,70.25,68.2667,500.0,8.0,,,
GGD200,Bovanenkovsky,70.25,68.2667,600.0,13.6,,,
GGD200,Bovanenkovsky,70.25,68.2667,1000.0,30.0,,,
GGD200,Bovanenkovsky,70.25,68.2667,2000.0,73.0,,,
GGD200,Nerstinsky,70.2333,68.9167,20.0,-6.0,,,
GGD200,Nerstinsky,70.2333,68.9167,50.0,-5.0,,,
GGD200,Nerstinsky,70.2333,68.9167,100.0,-4.0,,,
GGD200,Nerstinsky,70.2333,68.9167,200.0,-2.0,,,
GGD200,Nerstinsky,70.2333,68.9167,300.0,0.0,,,
GGD200,Nerstinsky,70.2333,68.9167,400.0,3.9,,,
GGD200,Nerstinsky,70.2333,68.9167,500.0,8.0,,,
GGD200,Nerstinsky,70.2333,68.9167,600.0,13.5,,,
GGD200,Nerstinsky,70.2333,68.9167,1000.0,30.0,,,
GGD200,Nerstinsky,70.2333,68.9167,2000.0,73.0,,,
GGD200,Neytinsky,70.0,70.0,20.0,-6.0,,,
GGD200,Neytinsky,70.0,70.0,50.0,-5.0,,,
GGD200,Neytinsky,70.0,70.0,100.0,-4.0,,,
GGD200,Neytinsky,70.0,70.0,200.0,-2.0,,,
GGD200,Neytinsky,70.0,70.0,300.0,0.9,,,
GGD200,Neytinsky,70.0,70.0,400.0,3.9,,,
GGD200,Neytinsky,70.0,70.0,500.0,7.0,,,
GGD200,Neytinsky,70.0,70.0,600.0,11.0,,,
GGD200,Neytinsky,70.0,70.0,1000.0,27.0,,,
GGD200,Neytinsky,70.0,70.0,2000.0,66.0,,,
GGD200,Arctichesky,69.7667,70.6667,20.0,-6.0,,,
GGD200,Arctichesky,69.7667,70.6667,50.0,-5.0,,,
GGD200,Arctichesky,69.7667,70.6667,100.0,-4.0,,,
GGD200,Arctichesky,69.7667,70.6667,200.0,-2.0,,,
GGD200,Arctichesky,69.7667,70.6667,300.0,0.0,,,
GGD200,Arctichesky,69.7667,70.6667,400.0,4.0,,,
GGD200,Arctichesky,69.7667,70.6667,500.0,8.0,,,
GGD200,Arctichesky,69.7667,70.6667,600.0,12.0,,,
GGD200,Arctichesky,69.7667,70.6667,1000.0,28.0,,,
GGD200,Arctichesky,69.7667,70.6667,2000.0,70.0,,,
GGD200,Sredne-Yamalsky,69.0667,70.95,20.0,-5.0,,,
GGD200,Sredne-Yamalsky,69.0667,70.95,50.0,-4.0,,,
GGD200,Sredne-Yamalsky,69.0667,70.95,100.0,-3.0,,,
GGD200,Sredne-Yamalsky,69.0667,70.95,200.0,-2.0,,,
GGD200,Sredne-Yamalsky,69.0667,70.95,300.0,0.0,,,
GGD200,Sredne-Yamalsky,69.0667,70.95,400.0,3.5,,,
GGD200,Sredne-Yamalsky,69.0667,70.95,500.0,7.0,,,
GGD200,Sredne-Yamalsky,69.0667,70.95,600.0,10.6,,,
GGD200,Sredne-Yamalsky,69.0667,70.95,1000.0,25.0,,,
GGD200,Sredne-Yamalsky,69.0667,70.95,2000.0,60.0,,,
GGD200,Nurminsky,69.0,71.75,20.0,-5.0,,,
GGD200,Nurminsky,69.0,71.75,50.0,-4.0,,,
GGD200,Nurminsky,69.0,71.75,100.0,-3.0,,,
GGD200,Nurminsky,69.0,71.75,200.0,-2.0,,,
GGD200,Nurminsky,69.0,71.75,300.0,0.0,,,
GGD200,Nurminsky,69.0,71.75,400.0,3.4,,,
GGD200,Nurminsky,69.0,71.75,500.0,7.0,,,
GGD200,Nurminsky,69.0,71.75,600.0,10.5,,,
GGD200,Nurminsky,69.0,71.75,1000.0,25.0,,,
GGD200,Nurminsky,69.0,71.75,2000.0,60.0,,,
GGD200,Malo-Yamalsky,68.3167,71.4167,20.0,-3.0,,,
GGD200,Malo-Yamalsky,68.3167,71.4167,50.0,-3.0,,,
GGD200,Malo-Yamalsky,68.3167,71.4167,100.0,-2.0,,,
GGD200,Malo-Yamalsky,68.3167,71.4167,200.0,-1.0,,,
GGD200,Malo-Yamalsky,68.3167,71.4167,300.0,0.0,,,
GGD200,Malo-Yamalsky,68.3167,71.4167,400.0,3.5,,,
GGD200,Malo-Yamalsky,68.3167,71.4167,500.0,7.0,,,
GGD200,Malo-Yamalsky,68.3167,71.4167,600.0,10.6,,,
GGD200,Malo-Yamalsky,68.3167,71.4167,1000.0,25.0,,,
GGD200,Malo-Yamalsky,68.3167,71.4167,2000.0,60.0,,,
GGD200,Novo-Portovskoy,68.0,72.5,20.0,-6.0,,,
GGD200,Novo-Portovskoy,68.0,72.5,50.0,-5.0,,,
GGD200,Novo-Portovskoy,68.0,72.5,100.0,-4.0,,,
GGD200,Novo-Portovskoy,68.0,72.5,200.0,-2.0,,,
GGD200,Novo-Portovskoy,68.0,72.5,300.0,0.0,,,
GGD200,Novo-Portovskoy,68.0,72.5,400.0,3.5,,,
GGD200,Novo-Portovskoy,68.0,72.5,500.0,7.0,,,
GGD200,Novo-Portovskoy,68.0,72.5,600.0,10.7,,,
GGD200,Novo-Portovskoy,68.0,72.5,1000.0,25.0,,,
GGD200,Novo-Portovskoy,68.0,72.5,2000.0,65.0,,,
GGD200,Yurkharsky,67.8833,77.0,20.0,-5.0,,,
GGD200,Yurkharsky,67.8833,77.0,50.0,-5.0,,,
GGD200,Yurkharsky,67.8833,77.0,100.0,-4.0,,,
GGD200,Yurkharsky,67.8833,77.0,200.0,-3.0,,,
GGD200,Yurkharsky,67.8833,77.0,300.0,-1.0,,,
GGD200,Yurkharsky,67.8833,77.0,400.0,0.0,,,
GGD200,Yurkharsky,67.8833,77.0,500.0,4.0,,,
GGD200,Yurkharsky,67.8833,77.0,600.0,7.3,,,
GGD200,Yurkharsky,67.8833,77.0,1000.0,20.0,,,
GGD200,Yurkharsky,67.8833,77.0,2000.0,52.0,,,
GGD200,Severo-Urengoysky,67.4833,76.65,20.0,-2.0,,,
GGD200,Severo-Urengoysky,67.4833,76.65,50.0,-2.0,,,
GGD200,Severo-Urengoysky,67.4833,76.65,100.0,-2.0,,,
GGD200,Severo-Urengoysky,67.4833,76.65,200.0,-1.0,,,
GGD200,Severo-Urengoysky,67.4833,76.65,300.0,-1.0,,,
GGD200,Severo-Urengoysky,67.4833,76.65,400.0,0.0,,,
GGD200,Severo-Urengoysky,67.4833,76.65,500.0,4.0,,,
GGD200,Severo-Urengoysky,67.4833,76.65,600.0,7.2,,,
GGD200,Severo-Urengoysky,67.4833,76.65,1000.0,19.0,,,
GGD200,Severo-Urengoysky,67.4833,76.65,2000.0,50.0,,,
GGD200,Eniyakhinsky,66.9833,77.1667,20.0,-2.0,,,
GGD200,Eniyakhinsky,66.9833,77.1667,50.0,-1.0,,,
GGD200,Eniyakhinsky,66.9833,77.1667,100.0,-1.0,,,
GGD200,Eniyakhinsky,66.9833,77.1667,200.0,-1.0,,,
GGD200,Eniyakhinsky,66.9833,77.1667,300.0,-0.0,,,
GGD200,Eniyakhinsky,66.9833,77.1667,400.0,0.0,,,
GGD200,Eniyakhinsky,66.9833,77.1667,500.0,4.0,,,
GGD200,Eniyakhinsky,66.9833,77.1667,600.0,8.0,,,
GGD200,Eniyakhinsky,66.9833,77.1667,1000.0,24.0,,,
GGD200,Eniyakhinsky,66.9833,77.1667,2000.0,64.0,,,
GGD200,Urengoisky,66.1667,78.9167,20.0,0.0,,,
GGD200,Urengoisky,66.1667,78.9167,50.0,0.2,,,
GGD200,Urengoisky,66.1667,78.9167,100.0,0.2,,,
GGD200,Urengoisky,66.1667,78.9167,200.0,-0.0,,,
GGD200,Urengoisky,66.1667,78.9167,300.0,-0.0,,,
GGD200,Urengoisky,66.1667,78.9167,400.0,0.3,,,
GGD200,Urengoisky,66.1667,78.9167,500.0,3.0,,,
GGD200,Urengoisky,66.1667,78.9167,600.0,6.5,,,
GGD200,Urengoisky,66.1667,78.9167,1000.0,23.0,,,
GGD200,Urengoisky,66.1667,78.9167,2000.0,56.0,,,
GGD200,Pyreiny,65.5667,77.5333,20.0,0.0,,,
GGD200,Pyreiny,65.5667,77.5333,50.0,0.0,,,
GGD200,Pyreiny,65.5667,77.5333,100.0,0.0,,,
GGD200,Pyreiny,65.5667,77.5333,200.0,0.0,,,
GGD200,Pyreiny,65.5667,77.5333,300.0,0.0,,,
GGD200,Pyreiny,65.5667,77.5333,400.0,0.0,,,
GGD200,Pyreiny,65.5667,77.5333,500.0,2.0,,,
GGD200,Pyreiny,65.5667,77.5333,600.0,5.8,,,
GGD200,Pyreiny,65.5667,77.5333,1000.0,21.0,,,
GGD200,Pyreiny,65.5667,77.5333,2000.0,59.0,,,
GGD200,Yusno-Pyreiny,65.4667,78.1,20.0,0.0,,,
GGD200,Yusno-Pyreiny,65.4667,78.1,50.0,0.0,,,
GGD200,Yusno-Pyreiny,65.4667,78.1,100.0,0.0,,,
GGD200,Yusno-Pyreiny,65.4667,78.1,200.0,0.0,,,
GGD200,Yusno-Pyreiny,65.4667,78.1,300.0,0.0,,,
GGD200,Yusno-Pyreiny,65.4667,78.1,400.0,0.0,,,
GGD200,Yusno-Pyreiny,65.4667,78.1,500.0,2.0,,,
GGD200,Yusno-Pyreiny,65.4667,78.1,600.0,5.6,,,
GGD200,Yusno-Pyreiny,65.4667,78.1,1000.0,20.0,,,
GGD200,Yusno-Pyreiny,65.4667,78.1,2000.0,55.0,,,
GGD200,Yarudeisky,66.2833,70.75,20.0,0.0,,,
GGD200,Yarudeisky,66.2833,70.75,50.0,0.0,,,
GGD200,Yarudeisky,66.2833,70.75,100.0,0.0,,,
GGD200,Yarudeisky,66.2833,70.75,200.0,0.0,,,
GGD200,Yarudeisky,66.2833,70.75,300.0,0.0,,,
GGD200,Yarudeisky,66.2833,70.75,400.0,0.0,,,
GGD200,Yarudeisky,66.2833,70.75,500.0,3.0,,,
GGD200,Yarudeisky,66.2833,70.75,600.0,6.0,,,
GGD200,Yarudeisky,66.2833,70.75,1000.0,17.0,,,
GGD200,Yarudeisky,66.2833,70.75,2000.0,46.0,,,
GGD200,Sapadno-Medvegy,66.0167,73.4667,20.0,0.0,,,
GGD200,Sapadno-Medvegy,66.0167,73.4667,50.0,0.0,,,
GGD200,Sapadno-Medvegy,66.0167,73.4667,100.0,0.0,,,
GGD200,Sapadno-Medvegy,66.0167,73.4667,200.0,9.0,,,
GGD200,Sapadno-Medvegy,66.0167,73.4667,300.0,0.0,,,
GGD200,Sapadno-Medvegy,66.0167,73.4667,400.0,3.5,,,
GGD200,Sapadno-Medvegy,66.0167,73.4667,500.0,7.0,,,
GGD200,Sapadno-Medvegy,66.0167,73.4667,600.0,10.5,,,
GGD200,Sapadno-Medvegy,66.0167,73.4667,1000.0,25.0,,,
GGD200,Sapadno-Medvegy,66.0167,73.4667,2000.0,61.0,,,
GGD200,Vostochno-Medvegy,66.2333,74.4667,20.0,0.0,,,
GGD200,Vostochno-Medvegy,66.2333,74.4667,50.0,0.0,,,
GGD200,Vostochno-Medvegy,66.2333,74.4667,100.0,0.0,,,
GGD200,Vostochno-Medvegy,66.2333,74.4667,200.0,0.0,,,
GGD200,Vostochno-Medvegy,66.2333,74.4667,300.0,0.0,,,
GGD200,Vostochno-Medvegy,66.2333,74.4667,400.0,0.0,,,
GGD200,Vostochno-Medvegy,66.2333,74.4667,500.0,3.0,,,
GGD200,Vostochno-Medvegy,66.2333,74.4667,600.0,4.4,,,
GGD200,Vostochno-Medvegy,66.2333,74.4667,1000.0,15.0,,,
GGD200,Vostochno-Medvegy,66.2333,74.4667,2000.0,45.0,,,
GGD200,Yubileinyi,66.0,76.0,20.0,-3.0,,,
GGD200,Yubileinyi,66.0,76.0,50.0,-3.0,,,
GGD200,Yubileinyi,66.0,76.0,100.0,-2.0,,,
GGD200,Yubileinyi,66.0,76.0,200.0,-2.0,,,
GGD200,Yubileinyi,66.0,76.0,300.0,-1.0,,,
GGD200,Yubileinyi,66.0,76.0,400.0,0.0,,,
GGD200,Yubileinyi,66.0,76.0,500.0,3.0,,,
GGD200,Yubileinyi,66.0,76.0,600.0,3.8,,,
GGD200,Yubileinyi,66.0,76.0,1000.0,22.0,,,
GGD200,Yubileinyi,66.0,76.0,2000.0,59.0,,,
GGD200,Evoyakhinsky,66.0333,77.3167,20.0,0.0,,,
GGD200,Evoyakhinsky,66.0333,77.3167,50.0,0.0,,,
GGD200,Evoyakhinsky,66.0333,77.3167,100.0,0.0,,,
GGD200,Evoyakhinsky,66.0333,77.3167,200.0,0.0,,,
GGD200,Evoyakhinsky,66.0333,77.3167,300.0,0.0,,,
GGD200,Evoyakhinsky,66.0333,77.3167,400.0,0.0,,,
GGD200,Evoyakhinsky,66.0333,77.3167,500.0,3.0,,,
GGD200,Evoyakhinsky,66.0333,77.3167,600.0,6.2,,,
GGD200,Evoyakhinsky,66.0333,77.3167,1000.0,19.0,,,
GGD200,Evoyakhinsky,66.0333,77.3167,2000.0,51.0,,,
GGD200,Geologichesky,66.0,76.3333,20.0,0.0,,,
GGD200,Geologichesky,66.0,76.3333,50.0,0.0,,,
GGD200,Geologichesky,66.0,76.3333,100.0,0.0,,,
GGD200,Geologichesky,66.0,76.3333,200.0,0.0,,,
GGD200,Geologichesky,66.0,76.3333,300.0,0.0,,,
GGD200,Geologichesky,66.0,76.3333,400.0,0.0,,,
GGD200,Geologichesky,66.0,76.3333,500.0,3.0,,,
GGD200,Geologichesky,66.0,76.3333,600.0,6.1,,,
GGD200,Geologichesky,66.0,76.3333,1000.0,19.0,,,
GGD200,Geologichesky,66.0,76.3333,2000.0,50.0,,,
GGD200,Russko-Tshasselsky,65.8833,80.4667,20.0,-1.0,,,
GGD200,Russko-Tshasselsky,65.8833,80.4667,50.0,-1.0,,,
GGD200,Russko-Tshasselsky,65.8833,80.4667,100.0,-0.0,,,
GGD200,Russko-Tshasselsky,65.8833,80.4667,200.0,-0.0,,,
GGD200,Russko-Tshasselsky,65.8833,80.4667,300.0,-0.0,,,
GGD200,Russko-Tshasselsky,65.8833,80.4667,400.0,0.0,,,
GGD200,Russko-Tshasselsky,65.8833,80.4667,500.0,3.0,,,
GGD200,Russko-Tshasselsky,65.8833,80.4667,600.0,6.3,,,
GGD200,Russko-Tshasselsky,65.8833,80.4667,1000.0,20.0,,,
GGD200,Russko-Tshasselsky,65.8833,80.4667,2000.0,53.0,,,
GGD200,Thermokarstovyi,65.4333,82.25,20.0,0.0,,,
GGD200,Thermokarstovyi,65.4333,82.25,50.0,0.0,,,
GGD200,Thermokarstovyi,65.4333,82.25,100.0,0.0,,,
GGD200,Thermokarstovyi,65.4333,82.25,200.0,0.0,,,
GGD200,Thermokarstovyi,65.4333,82.25,300.0,0.0,,,
GGD200,Thermokarstovyi,65.4333,82.25,400.0,2.5,,,
GGD200,Thermokarstovyi,65.4333,82.25,500.0,5.0,,,
GGD200,Thermokarstovyi,65.4333,82.25,600.0,8.6,,,
GGD200,Thermokarstovyi,65.4333,82.25,1000.0,23.0,,,
GGD200,Thermokarstovyi,65.4333,82.25,2000.0,59.0,,,
GGD200,Kostrovsloy,66.1333,85.4667,20.0,-0.0,,,
GGD200,Kostrovsloy,66.1333,85.4667,50.0,-0.0,,,
GGD200,Kostrovsloy,66.1333,85.4667,100.0,-0.0,,,
GGD200,Kostrovsloy,66.1333,85.4667,200.0,-0.0,,,
GGD200,Kostrovsloy,66.1333,85.4667,300.0,0.9,,,
GGD200,Kostrovsloy,66.1333,85.4667,400.0,3.6,,,
GGD200,Kostrovsloy,66.1333,85.4667,500.0,6.8,,,
GGD200,Kostrovsloy,66.1333,85.4667,600.0,10.0,,,
GGD200,Kostrovsloy,66.1333,85.4667,1000.0,26.0,,,
GGD200,Kostrovsloy,66.1333,85.4667,2000.0,58.0,,,
GGD200,Megionsky,61.0,76.3333,20.0,3.7,,,
GGD200,Megionsky,61.0,76.3333,50.0,3.9,,,
GGD200,Megionsky,61.0,76.3333,100.0,4.3,,,
GGD200,Megionsky,61.0,76.3333,200.0,5.4,,,
GGD200,Megionsky,61.0,76.3333,300.0,7.5,,,
GGD200,Megionsky,61.0,76.3333,400.0,10.0,,,
GGD200,Megionsky,61.0,76.3333,500.0,15.0,,,
GGD200,Megionsky,61.0,76.3333,600.0,19.3,,,
GGD200,Megionsky,61.0,76.3333,1000.0,40.0,,,
PERMOS,LAP_1108,46.1062,7.2847,6.2,-0.03785,2019.0,2500.0,CH 32
PERMOS,COR_0287,46.4288,9.8218,0.55,-0.294,2010.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,5.56,-1.27948,2018.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,11.56,-1.83634,2007.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,17.57,-1.67857,2006.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,9.55,-1.58985,2003.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,7.55,-1.05324,2011.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,38.96,-0.67682,2001.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,38.96,-0.5969,2004.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,29.56,-1.23629,1989.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,51.98,-0.17931,2018.0,2670.2,CH 13
PERMOS,COR_0287,46.4288,9.8218,29.56,-1.07041,2004.0,2670.2,CH 13
