lat,lon,alt_cm,alt_sd,alt_min,alt_max,n_obs,year_min,year_max,n_years,site,name,country,macro,region,qc,qc_flag,borehole_id,censor_flag,dem_elev,dem_slope,dem_aspect_sin,dem_aspect_cos,dem_tpi,dem_rough,e5_maat,e5_tdd,e5_fdd,e5_sqrt_tdd,e5_twarm,e5_tcold,e5_stl1,e5_swe,e5_fallback_deg,cci_alt,cci_valid,sg_clay_5_15,sg_sand_5_15,sg_silt_5_15,sg_bdod_5_15,sg_cfvo_5_15,sg_phh2o_5_15,sg_soc_0_5,sg_soc_5_15,sg_soc_15_30,block,loc_id,source_id,fidelity_level,spatial_support_m,sigma_prior_cm,right_censored,insar_alt,insar_alt_std,insar_sub,insar_dist,insar_n,polsar_alt,polsar_std,polsar_valid,insar_miss
34.3333,97.8667,157.16666666666666,21.93309385519075,135.0,196.0,12,1998,2009,12,CN2,Fenghuo Shan,China,QTP_China,CALM_QTP_China,,,,0,4647.63720703125,4.616693496704102,0.9853578209877014,0.1704992949962616,-10.072265625,15.089289665222168,-7.1400275230407715,484.8180847167969,3071.7504272460938,22.018584984435236,5.972412109375,-18.984054565429688,-0.5575434565544128,0.03322598710656166,0.0,72.8,1,18.9,38.8,42.4,1.17,24.0,7.5,54.1,47.6,27.8,6800195,17427,F4_direct,4,100.0,21.93309385519075,0,,,,,,,,0.0,1
34.4667,92.7333,102.875,13.82996229723195,87.0,122.0,8,2000,2009,8,CN5,Lower Two Rivers,China,QTP_China,CALM_QTP_China,,,,0,4570.4365234375,0.8745819330215454,-0.9769890308380127,-0.21328961849212646,0.388671875,1.6362035274505615,-3.654627561569214,656.9932556152344,1975.23046875,25.63187967385994,7.321685791015625,-14.78350830078125,-0.6832783818244934,0.002689984394237399,0.0,120.8,1,17.8,43.1,39.1,1.3,20.6,8.1,16.7,15.2,12.9,6800185,17428,F4_direct,4,100.0,13.82996229723195,0,,,,,,,,0.0,1
34.7333,92.8833,268.6666666666667,7.659416862050701,260.0,279.0,6,1998,2008,6,CN3,Ecology Station,China,QTP_China,CALM_QTP_China,,,,0,4777.6240234375,3.0582776069641113,-0.6171102523803711,-0.7868766784667969,-5.31640625,13.312143325805664,-6.287248134613037,367.27288818359375,2646.528518676758,19.16436506079953,5.056396484375,-17.353500366210938,-2.254725217819214,0.004248871002346277,0.0,69.2,1,24.2,41.0,35.0,1.15,23.9,7.5,34.2,28.2,21.3,6900185,17429,F4_direct,4,100.0,7.659416862050701,0,,,,,,,,0.0,1
35.4333,93.6,316.25,18.5,292.0,337.0,4,2006,2009,4,CN4,Wuli,China,QTP_China,CALM_QTP_China,,,,0,4459.25830078125,2.7140703201293945,-0.6593731641769409,-0.7518157958984375,-2.86279296875,1.3090864419937134,-5.168894290924072,542.3236694335938,2413.2367248535156,23.287843812461336,6.66314697265625,-16.676422119140625,-2.118901491165161,0.0029412240255624056,0.0,79.2,1,20.3,43.0,36.7,1.29,19.2,7.8,15.2,15.5,12.6,7000187,17430,F4_direct,4,100.0,18.5,0,,,,,,,,0.0,1
35.6167,94.0667,138.0,2.280350850198275,136.0,142.0,6,2003,2008,6,CN7,Kunlun Basin,China,QTP_China,CALM_QTP_China,,,,0,4729.1240234375,1.6347403526306152,0.27526336908340454,0.9613688588142395,-1.7705078125,3.069694757461548,-8.26831340789795,226.11892700195312,3227.3314819335938,15.037251311391758,3.83306884765625,-19.404312133789062,-5.0846405029296875,0.010408349335193634,0.0,29.2,1,24.3,42.2,33.5,1.19,25.2,7.6,27.6,20.1,16.4,7100188,17431,F4_direct,4,100.0,3.0,0,,,,,,,,0.0,1
43.0833,76.9167,434.14285714285717,56.29572622507672,300.0,485.0,14,1998,2011,14,K2,"""Northern Tien Shan; Cosmostation  """,Kazakstan,Mongolia_CAsia,CALM_Mongolia_CAsia,,,,0,2087.6201171875,32.577423095703125,0.7726567983627319,0.6348239183425903,-40.9873046875,89.0505142211914,1.651031494140625,1710.4911193847656,1088.0411376953125,41.358084087452184,14.302886962890625,-10.15594482421875,5.603263854980469,0.059244733303785324,0.0,,0,21.2,39.3,39.6,1.25,19.6,6.6,91.6,40.3,28.1,8600153,17432,F4_direct,4,100.0,40.0,0,,,,,,,,0.0,1
43.1,76.9,489.8205128205128,23.599589419791315,420.0,569.0,39,1990,2011,22,K0,"""Northern Tien Shan; Cosmostation""",Kazakstan,Mongolia_CAsia,CALM_Mongolia_CAsia,,,,0,1801.83056640625,46.46867752075195,-0.9490727186203003,0.31505706906318665,23.1038818359375,130.15750122070312,1.651031494140625,1710.4911193847656,1088.0411376953125,41.358084087452184,14.302886962890625,-10.15594482421875,5.603263854980469,0.059244733303785324,0.0,,0,21.9,40.5,37.6,1.25,18.8,6.7,100.2,45.5,31.3,8600153,17433,F4_direct,4,100.0,23.599589419791315,0,,,,,,,,0.0,1
45.9823,7.676,368.93333333333334,81.04449101456265,273.0,533.0,15,2006,2022,15,CH10,Matterhorn,Switzerland,Alps,CALM_Alps,,,,0,3283.0498046875,20.875450134277344,0.5973365902900696,-0.8019906282424927,199.192626953125,125.75480651855469,-2.8600566387176514,700.5798645019531,1727.5121154785156,26.468469251204407,7.678863525390625,-13.2216796875,-0.19222767651081085,1.171825647354126,0.0,27.6,1,17.6,42.0,40.4,1.16,27.3,6.9,87.4,45.8,35.1,9100015,17434,F4_direct,4,100.0,40.0,0,,,,,,,,0.0,1
45.9868,7.8242,392.95238095238096,72.52067028818487,288.0,528.0,21,2001,2023,21,CH4,Stockhorn,Switzerland,Alps,CALM_Alps,,,,0,3408.7763671875,6.026834964752197,0.9593402147293091,0.2822522521018982,192.119873046875,104.13143157958984,-3.1971054077148438,640.1797790527344,1790.6049499511719,25.301774227368607,7.096832275390625,-13.38543701171875,-4.473073482513428,6.25794792175293,0.0,0.0,1,16.9,42.0,41.1,1.13,23.4,6.6,105.1,52.9,36.1,9100015,17435,F4_direct,4,100.0,40.0,0,,,,,,,,0.0,1
46.0837,7.3025,334.72222222222223,158.18745601921177,138.0,589.0,18,2003,2021,18,CH7,Gentianes,Switzerland,Alps,CALM_Alps,,,,0,2889.154052734375,13.589994430541992,-0.4932352304458618,-0.8698959946632385,34.669189453125,66.12151336669922,2.1729557514190674,1658.3387756347656,847.7801513671875,40.72270589775151,13.338043212890625,-9.05242919921875,3.024571657180786,0.24297092854976654,0.0,0.0,1,19.4,41.4,39.3,1.12,20.1,5.8,113.0,70.9,60.7,9200014,17436,F4_direct,4,100.0,40.0,0,,,,,,,,0.0,1
46.0968,7.2731,414.0,33.770232031014686,383.0,490.0,15,2009,2023,15,CH5,Les Attelas,Switzerland,Alps,CALM_Alps,,,,0,2656.681396484375,26.628347396850586,-0.21682986617088318,0.9762094020843506,-21.324951171875,89.29815673828125,2.1729557514190674,1658.3387756347656,847.7801513671875,40.72270589775151,13.338043212890625,-9.05242919921875,3.024571657180786,0.24297092854976654,0.0,25.6,1,20.0,39.5,40.5,1.07,16.9,5.7,109.0,65.3,55.5,9200014,17437,F4_direct,4,100.0,33.770232031014686,0,,,,,,,,0.0,1
46.1061,7.2843,494.9375,72.64660464651233,370.0,568.0,16,1999,2017,16,CH3,Lapires,Switzerland,Alps,CALM_Alps,,,,0,2509.44482421875,22.696125030517578,-0.9975762963294983,-0.06958155333995819,-91.537841796875,132.50299072265625,2.1729557514190674,1658.3387756347656,847.7801513671875,40.72270589775151,13.338043212890625,-9.05242919921875,3.024571657180786,0.24297092854976654,0.0,52.2,1,20.0,39.5,40.5,1.07,16.9,5.7,109.0,65.3,55.5,9200014,17438,F4_direct,4,100.0,40.0,0,,,,,,,,0.0,1
46.1747,7.8498,378.85,32.290254355080414,317.0,475.0,20,2002,2022,20,CH12,Ritigraben,Switzerland,Alps,CALM_Alps,,,,0,2634.652587890625,20.35591697692871,0.13138243556022644,0.9913317561149597,16.82421875,103.47943115234375,0.5665664672851562,1324.0874938964844,1100.3193054199219,36.388013052329256,11.684722900390625,-10.64129638671875,2.7966487407684326,0.25546711683273315,0.0,,0,16.2,44.8,39.1,1.08,18.1,6.3,120.8,59.7,38.9,9200015,17439,F4_direct,4,100.0,32.290254355080414,0,,,,,,,,0.0,1
46.4966,9.9314,244.86363636363637,68.26718897764205,170.0,398.0,22,1997,2018,22,CH9,Muot da Barba Peider,Switzerland,Alps,CALM_Alps,,,,0,2935.478271484375,38.182674407958984,-0.822076141834259,0.5693775415420532,66.14697265625,100.8339614868164,-1.289934754371643,947.9996337890625,1401.413330078125,30.789602689691574,9.38037109375,-12.61590576171875,2.183507204055786,0.21468646824359894,0.0,56.6,1,15.2,45.8,39.1,1.13,11.8,5.7,74.3,45.4,26.8,9200019,17440,F4_direct,4,100.0,40.0,0,,,,,,,,0.0,1
46.4988,9.9252,484.64,63.56747071681658,317.0,517.0,25,1997,2022,25,CH11,Schafberg,Switzerland,Alps,CALM_Alps,,,,0,2731.535400390625,16.03043556213379,0.293875515460968,0.9558436870574951,-17.60302734375,114.82085418701172,-1.289934754371643,947.9996337890625,1401.413330078125,30.789602689691574,9.38037109375,-12.61590576171875,2.183507204055786,0.21468646824359894,0.0,109.8,1,15.2,45.8,39.1,1.13,11.8,5.7,74.3,45.4,26.8,9200019,17441,F4_direct,4,100.0,40.0,0,,,,,,,,0.0,1
46.7489,9.9436,292.7368421052632,5.0754540602914275,281.0,300.0,19,2003,2022,19,CH8,Fl�ela,Switzerland,Alps,CALM_Alps,,,,0,2410.393310546875,25.783870697021484,-0.6804324984550476,-0.7328107357025146,-48.250244140625,103.5065689086914,-0.19968414306640625,1113.9088134765625,1169.736572265625,33.37527248542793,10.15509033203125,-11.04296875,2.5081608295440674,0.1993715912103653,0.0,153.4,1,13.2,52.5,34.3,1.07,15.6,5.5,92.7,58.1,41.4,9300019,17442,F4_direct,4,100.0,5.0754540602914275,0,,,,,,,,0.0,1
47.0389,107.6861,299.0,4.898979485566358,295.0,305.0,4,2001,2004,4,M9,Gurban turuu,Mongolia,Mongolia_CAsia,CALM_Mongolia_CAsia,,,,0,1402.9007568359375,2.727285623550415,0.9058226943016052,0.42365700006484985,-4.05419921875,6.850981712341309,1.9156049489974976,2507.8433227539062,1779.087631225586,50.07837180613909,20.221832275390625,-17.424819946289062,3.9461162090301514,0.001969589153304696,0.0,106.4,1,22.6,42.3,35.2,1.31,14.7,7.9,37.9,26.0,18.2,9400215,17443,F4_direct,4,100.0,4.898979485566358,0,,,,,,,,0.0,1
47.6889,108.2625,358.46153846153845,13.902130439944477,340.0,380.0,13,1996,2009,13,M 1,Baganuur Depression,Mongolia,Mongolia_CAsia,CALM_Mongolia_CAsia,,,,0,1347.1236572265625,1.3547388315200806,0.8305431604385376,-0.5569543242454529,0.1014404296875,7.9397292137146,0.20970916748046875,2225.796356201172,2119.4095153808594,47.178346263950075,18.66357421875,-19.683609008789062,1.6717275381088257,0.003582768840715289,0.0,98.2,1,22.8,41.5,35.7,1.32,11.5,7.2,28.8,24.2,19.0,9500216,17444,F4_direct,4,100.0,13.902130439944477,0,,,,,,,,0.0,1
47.6944,108.2944,424.1666666666667,38.264430828991394,390.0,485.0,6,1996,2002,6,M1 A,Baganuur depression,Mongolia,Mongolia_CAsia,CALM_Mongolia_CAsia,,,,0,1346.8623046875,0.6195231676101685,0.7966036200523376,-0.6045019626617432,7.86279296875,13.508854866027832,0.20970916748046875,2225.796356201172,2119.4095153808594,47.178346263950075,18.66357421875,-19.683609008789062,1.6717275381088257,0.003582768840715289,0.0,130.6,1,22.6,39.9,37.5,1.34,12.7,7.6,24.3,21.4,16.9,9500216,17445,F4_direct,4,100.0,38.264430828991394,0,,,,,,,,0.0,1
47.7528,107.3367,549.0,36.12478373637688,510.0,590.0,5,2004,2008,5,M2 F,Nalaikh depression plain,Mongolia,Mongolia_CAsia,CALM_Mongolia_CAsia,,,,0,1421.5906982421875,0.14543160796165466,-0.4385823905467987,-0.8986909985542297,-0.003662109375,1.9041147232055664,-0.40717825293540955,2083.0096130371094,2202.1963500976562,45.64000014282548,17.794097900390625,-20.155288696289062,1.5941213369369507,0.0041984315030276775,0.0,304.8,1,22.5,39.9,37.7,1.3,12.7,7.4,27.0,23.7,22.5,9500214,17446,F4_direct,4,100.0,36.12478373637688,0,,,,,,,,0.0,1
47.7544,107.25,340.0,4.803844614152601,335.0,350.0,14,1996,2009,14,M2 A,Nalaikh � northern slope,Mongolia,Mongolia_CAsia,CALM_Mongolia_CAsia,,,,0,1508.972412109375,4.210676670074463,-0.7588041424751282,-0.6513188481330872,-10.556884765625,19.927963256835938,-0.40717825293540955,2083.0096130371094,2202.1963500976562,45.64000014282548,17.794097900390625,-20.155288696289062,1.5941213369369507,0.0041984315030276775,0.0,317.2,1,19.5,37.8,42.7,1.25,13.7,7.3,60.8,41.3,25.2,9500214,17447,F4_direct,4,100.0,4.803844614152601,0,,,,,,,,0.0,1
47.7708,107.2875,443.75,48.088460154178364,370.0,520.0,8,1999,2009,8,M2 E,Nalaikh � south western slope,Mongolia,Mongolia_CAsia,CALM_Mongolia_CAsia,,,,0,1434.326416015625,4.2445597648620605,0.9030678868293762,0.4294978678226471,-2.477783203125,8.528541564941406,-0.40717825293540955,2083.0096130371094,2202.1963500976562,45.64000014282548,17.794097900390625,-20.155288696289062,1.5941213369369507,0.0041984315030276775,0.0,303.6,1,22.1,37.9,40.1,1.26,14.8,7.2,41.0,29.0,25.0,9500214,17448,F4_direct,4,100.0,40.0,0,,,,,,,,0.0,1
47.7728,107.2917,378.5,42.29854213405784,330.0,435.0,10,2000,2009,10,M2 C,Nalaikh south-western slope,Mongolia,Mongolia_CAsia,CALM_Mongolia_CAsia,,,,0,1452.4927978515625,1.9617631435394287,0.8805772066116333,0.47390273213386536,5.34033203125,10.73045825958252,-0.40717825293540955,2083.0096130371094,2202.1963500976562,45.64000014282548,17.794097900390625,-20.155288696289062,1.5941213369369507,0.0041984315030276775,0.0,161.6,1,22.1,37.9,40.1,1.26,14.8,7.2,41.0,29.0,25.0,9500214,17449,F4_direct,4,100.0,40.0,0,,,,,,,,0.0,1
47.7764,107.3,135.0,3.5355339059327364,130.0,140.0,9,1998,2008,9,M2 B,Nalaikh � pingo top,Mongolia,Mongolia_CAsia,CALM_Mongolia_CAsia,,,,0,1449.234619140625,2.940666437149048,0.9963006377220154,0.08593647181987762,-2.5985107421875,12.381927490234375,-0.40717825293540955,2083.0096130371094,2202.1963500976562,45.64000014282548,17.794097900390625,-20.155288696289062,1.5941213369369507,0.0041984315030276775,0.0,103.2,1,22.1,37.9,40.1,1.26,14.8,7.2,41.0,29.0,25.0,9500214,17450,F4_direct,4,100.0,3.5355339059327364,0,,,,,,,,0.0,1
47.7764,107.3383,125.83333333333333,7.359800721939873,115.0,135.0,6,2003,2009,6,M2 D,Nalaikh thermokarst,Mongolia,Mongolia_CAsia,CALM_Mongolia_CAsia,,,,0,1403.4710693359375,1.4236820936203003,-0.9466857314109802,-0.3221585154533386,-0.238037109375,2.4690988063812256,-0.40717825293540955,2083.0096130371094,2202.1963500976562,45.64000014282548,17.794097900390625,-20.155288696289062,1.5941213369369507,0.0041984315030276775,0.0,168.8,1,23.6,36.9,39.5,1.25,15.4,7.2,53.6,34.9,30.0,9500214,17451,F4_direct,4,100.0,7.359800721939873,0,,,,,,,,0.0,1
