table,region,version,ref,n,n_blocks,d_median,d_q25,d_q75,d_mean,d_sd,rel_median,rel_q25,rel_q75,corr_tdd,sqrt_ratio_mean,tdd_ref_mean,tdd_ref_sd,interannual_sd_mean,frac_pre2010,frac_partial,n_years_matched_median,year_min_median,year_max_median,single_year_frac,E,E_med,st_a,st_E,tdd_a,tdd_b,cci_a,cci_b,ymean,n_train_real,sqrt_tdd_mean_alaska,method,rmse,bias,mae,r2,alt_mean,sqrt_tdd_mean,label,d_rmse,d_rmse_lo,d_rmse_hi,d_bias,d_bias_lo,d_bias_hi,ci_flag,rmse_a,rmse_b,sig,split,pseudo,seed,n_train,rmse_split_sd,n_split,n_seed,ctrl,n_splits,d_split_mean,d_split_sd,cond
tdd_diff,MAIN6,clim_re,clim,3858.0,108.0,0.0003542080521583557,-0.00015974044799804688,0.0004801750183105469,0.00018903015069360898,0.0012991586724718075,2.129241583034689e-05,-1.9060479612620114e-05,5.552534101335968e-05,0.9999999999930581,1.0000000926864137,1022.1616795897298,348.0464545475153,146.62012494747373,0.22135821669258685,0.01607050285121825,1.0,2015.0,2015.0,0.8799896319336443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tdd_diff,MAIN6,clim_yr,clim,3858.0,108.0,0.0004730224609375,-0.00014750162756627105,0.000757853190066271,1.5154997550578004,5.525469159344043,5.1595317222323825e-05,-1.7762953914401588e-05,8.205362174033144e-05,0.9999243253296248,1.000478832732508,1022.1616795897298,348.0464545475153,146.62012494747373,0.22135821669258685,0.01607050285121825,1.0,2015.0,2015.0,0.8799896319336443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tdd_diff,MAIN6,matched,clim,3858.0,108.0,5.002325439453216,-129.4139404296875,60.988983154296875,-0.219430052493819,148.39678482638564,0.5468369791534019,-15.191145807324487,7.306302482744163,0.9618320330559534,0.9881643205393857,1022.1616795897298,348.0464545475153,146.62012494747373,0.22135821669258685,0.01607050285121825,1.0,2015.0,2015.0,0.8799896319336443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tdd_diff,MAIN6,full,clim,3858.0,108.0,33.126981608072924,18.205845133463527,36.582008870442564,40.663449168398884,39.51327239120924,3.2501937662640534,2.32765309862054,3.83901647731444,0.9986151074014731,1.0174385833721713,1022.1616795897298,348.0464545475153,146.62012494747373,0.22135821669258685,0.01607050285121825,1.0,2015.0,2015.0,0.8799896319336443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tdd_diff,MAIN6,matched,clim_yr,3858.0,108.0,2.8051930745442633,-129.41441345214844,60.98976135253906,-1.7349298075516137,146.61077877674867,0.30492698922872646,-15.191192897703841,7.306402520084393,0.9617076008307399,0.9876726116727518,1023.6771793447875,351.5126223335554,146.62012494747373,0.22135821669258685,0.01607050285121825,1.0,2015.0,2015.0,0.8799896319336443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tdd_diff,MAIN6,full,clim_yr,3858.0,108.0,33.127769978841116,18.20567728678384,36.581871541341116,39.14794941334109,37.02161143966137,3.2502121065516465,2.3277484945666402,3.8389312737105534,0.9984923989270249,1.0169514596052218,1023.6771793447875,351.5126223335554,146.62012494747373,0.22135821669258685,0.01607050285121825,1.0,2015.0,2015.0,0.8799896319336443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tdd_diff,ALL,clim_re,clim,17467.0,185.0,0.0004597902299110501,3.039836883544922e-06,0.0013849735260009766,-0.013384250470299931,0.9835366417384891,4.8359862374031874e-05,1.4883646168042215e-07,9.981898974949456e-05,0.9999981682307955,0.999988151437901,1014.6997753887381,513.8333040131988,132.0139206552977,0.04906394916127555,0.01625923169405164,1.0,2014.0,2014.0,0.9302112555103911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tdd_diff,ALL,clim_yr,clim,17467.0,185.0,3.5705718994140625,2.2522125244140625,23.213083902994754,10.830332179280715,10.656244925950038,0.5082864024048318,0.43821289256406304,1.4892855926856448,0.9998768798683099,1.0049178960693652,1014.6997753887381,513.8333040131988,132.0139206552977,0.04906394916127555,0.01625923169405164,1.0,2014.0,2014.0,0.9302112555103911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tdd_diff,ALL,matched,clim,17467.0,185.0,-141.296630859375,-175.87335205078125,8.111724853515625,-80.38868922797599,151.65833419350824,-14.457600078829536,-27.68857705640793,1.0753377227162357,0.9667988407381759,0.9257505653332355,1014.6997753887381,513.8333040131988,132.0139206552977,0.04906394916127555,0.01625923169405164,1.0,2014.0,2014.0,0.9302112555103911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tdd_diff,ALL,full,clim,17467.0,185.0,-7.425413004557299,-58.527036539713436,29.102075195312636,-30.467950091419603,92.33864523805971,-1.6204753758040147,-3.9643436385903867,3.2501937662640534,0.9877857863798981,0.9926828254988389,1014.6997753887381,513.8333040131988,132.0139206552977,0.04906394916127555,0.01625923169405164,1.0,2014.0,2014.0,0.9302112555103911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
