cond,target,dset,xset,anchor,pseudo,r,resid,iw,lam,family_tag,n_cells,n_seed,range_viol,mono_viol,mono_viol_obs,n_pairs,E_iqr_pred,E_iqr_obs,E_iqr_ratio,E_med_pred,E_med_obs
labels,Canada,alaska,x25,stefan_cci,none,0.0,mlp,0,0.75,residual,374,3,0.0,0.520220588235294,0.522671568627451,1632,0.27246910907805355,0.9419817575258502,0.28925094026629955,1.6058849629713077,1.6417616325197302
labels,Canada,alaska,x25,stefan_cci,none,0.0,mlp,0,1.0,residual,374,3,0.0,0.588031045751634,0.522671568627451,1632,0.2782114330765111,0.9419817575258502,0.295346943668255,1.5066587304094756,1.6417616325197302
labels,Canada,alaska,x25,stefan_cci,none,0.0,nflow,0,0.0,analytic,374,3,0.0,0.31924019607843135,0.522671568627451,1632,0.4061983475693065,0.9419817575258502,0.4312167877180567,1.7403409199068445,1.6417616325197302
labels,Canada,alaska,x25,stefan_cci,none,0.0,nflow,0,0.25,residual,374,3,0.0,0.3839869281045752,0.522671568627451,1632,0.25349174065282337,0.9419817575258502,0.2691047237672933,1.6348175260434614,1.6417616325197302
labels,Canada,alaska,x25,stefan_cci,none,0.0,nflow,0,0.5,residual,374,3,0.0,0.4763071895424836,0.522671568627451,1632,0.31788585791269436,0.9419817575258502,0.3374649831304942,1.5338969868500894,1.6417616325197302
labels,Canada,alaska,x25,stefan_cci,none,0.0,nflow,0,0.75,residual,374,3,0.0,0.49938725490196084,0.522671568627451,1632,0.26129035188066796,0.9419817575258502,0.2773836645912939,1.4497197876283272,1.6417616325197302
labels,Canada,alaska,x25,stefan_cci,none,0.0,nflow,0,1.0,residual,374,3,0.0,0.5228758169934641,0.522671568627451,1632,0.36936397246660096,0.9419817575258502,0.3921137214342123,1.356562265966695,1.6417616325197302
labels,Canada,alaska,x25,stefan_cci,none,0.0,realmlp,0,0.0,analytic,374,1,0.0,0.31924019607843135,0.522671568627451,1632,0.4061983475693065,0.9419817575258502,0.4312167877180567,1.7403409199068443,1.6417616325197302
labels,Canada,alaska,x25,stefan_cci,none,0.0,realmlp,0,0.25,residual,374,1,0.0,0.2867647058823529,0.522671568627451,1632,0.4207491732054782,0.9419817575258502,0.4466638232045931,1.7293762565728512,1.6417616325197302
labels,Canada,alaska,x25,stefan_cci,none,0.0,realmlp,0,0.5,residual,374,1,0.0,0.3382352941176471,0.522671568627451,1632,0.42615913538979155,0.9419817575258502,0.4524069940686688,1.7327079386500597,1.6417616325197302
labels,Canada,alaska,x25,stefan_cci,none,0.0,realmlp,0,0.75,residual,374,1,0.0,0.3909313725490196,0.522671568627451,1632,0.4894081306627649,0.9419817575258502,0.5195516014537409,1.6675500649030839,1.6417616325197302
labels,Canada,alaska,x25,stefan_cci,none,0.0,realmlp,0,1.0,residual,374,1,0.0,0.4332107843137255,0.522671568627451,1632,0.5608550376538584,0.9419817575258502,0.595399043742593,1.5906216012189924,1.6417616325197302
