axis,region,method,bin,n,coverage,width_mean,pred_lo,pred_hi,y_mean
pred_quintile,Canada,cqr_iw,P2,149,0.6375838926174496,38.53876301253992,49.45275390240724,50.86171771597,50.17120317759612
pred_quintile,Canada,cqr_iw,P3,149,0.6912751677852349,41.389666168654784,50.862243005806704,54.00921820358255,52.09575151689714
pred_quintile,Canada,cqr_iw,P4,149,0.4563758389261745,42.35522454204511,54.016350097365276,57.055748349001625,73.44349968045381
pred_quintile,Canada,cqr_iw,P5,150,0.36,40.581158017166345,57.11163489518755,64.03140228998502,85.0749593435913
aoa_di,pooled_main6,anchor_ak,inside,2271,0.7573756054601497,40.395460774080355,,,
aoa_di,pooled_main6,anchor_ak,outside,1497,0.8256513026052105,40.395460774080355,,,
pred_quintile,pooled_main6,anchor_ak,P1,760,0.9157894736842105,40.395460774080355,41.48056923708535,43.650403712010274,40.38730733082706
pred_quintile,pooled_main6,anchor_ak,P2,749,0.8397863818424566,40.39546077408035,43.65174044493418,45.70871334725138,40.50472612404359
pred_quintile,pooled_main6,anchor_ak,P3,752,0.8031914893617021,40.395460774080355,45.737600969874805,49.61559315605623,42.29488742055668
pred_quintile,pooled_main6,anchor_ak,P4,753,0.7410358565737052,40.395460774080355,49.61641581097244,52.3071275836871,49.63361015229434
pred_quintile,pooled_main6,anchor_ak,P5,754,0.6220159151193634,40.395460774080355,52.31202662962612,64.03140228998502,60.39776918435635
pred_quintile,Lena,anchor_ak,P1,594,0.9242424242424242,40.39546077408036,41.93637362639141,43.29844373153273,40.76307519640853
pred_quintile,Lena,anchor_ak,P2,590,0.864406779661017,40.395460774080355,43.298463026505765,44.71393986378369,40.30231638418079
pred_quintile,Lena,anchor_ak,P3,591,0.8409475465313029,40.395460774080355,44.71459443380097,46.84366347167831,37.963443316412864
pred_quintile,Lena,anchor_ak,P4,591,0.8257191201353637,40.395460774080355,46.847447174919054,51.42660381632063,44.068770445572476
pred_quintile,Lena,anchor_ak,P5,592,0.7820945945945946,40.395460774080355,51.42971658820917,58.53474416424157,46.780320945945945
pred_quintile,Canada,anchor_ak,P1,150,0.6533333333333333,40.395460774080355,41.48056923708535,49.44333562766194,52.629356955297894
pred_quintile,Canada,anchor_ak,P2,149,0.5906040268456376,40.39546077408035,49.45275390240724,50.86171771597,50.17120317759612
pred_quintile,Canada,anchor_ak,P3,149,0.6375838926174496,40.39546077408035,50.862243005806704,54.00921820358255,52.09575151689714
pred_quintile,Canada,anchor_ak,P4,149,0.40268456375838924,40.39546077408035,54.016350097365276,57.055748349001625,73.44349968045381
pred_quintile,Canada,anchor_ak,P5,150,0.48,40.395460774080355,57.11163489518755,64.03140228998502,85.0749593435913
aoa_di,pooled_main6,anchor_iw,inside,2271,0.8978423601937473,60.33564871706836,,,
aoa_di,pooled_main6,anchor_iw,outside,1497,0.9325317301269205,61.25039199139432,,,
pred_quintile,pooled_main6,anchor_iw,P1,760,0.9697368421052631,58.949143672661144,41.48056923708535,43.650403712010274,40.38730733082706
pred_quintile,pooled_main6,anchor_iw,P2,749,0.9385847797062751,59.05575309409221,43.65174044493418,45.70871334725138,40.50472612404359
pred_quintile,pooled_main6,anchor_iw,P3,752,0.9242021276595744,60.749753616647844,45.737600969874805,49.61559315605623,42.29488742055668
pred_quintile,pooled_main6,anchor_iw,P4,753,0.8764940239043825,61.44478488397709,49.61641581097244,52.3071275836871,49.63361015229434
pred_quintile,pooled_main6,anchor_iw,P5,754,0.8488063660477454,63.300065055077056,52.31202662962612,64.03140228998502,60.39776918435635
pred_quintile,Lena,anchor_iw,P1,594,0.9747474747474747,58.919938857858014,41.93637362639141,43.29844373153273,40.76307519640853
pred_quintile,Lena,anchor_iw,P2,590,0.9440677966101695,58.91993885785803,43.298463026505765,44.71393986378369,40.30231638418079
pred_quintile,Lena,anchor_iw,P3,591,0.949238578680203,58.91993885785802,44.71459443380097,46.84366347167831,37.963443316412864
pred_quintile,Lena,anchor_iw,P4,591,0.9137055837563451,58.91993885785802,46.847447174919054,51.42660381632063,44.068770445572476
pred_quintile,Lena,anchor_iw,P5,592,0.8851351351351351,58.91993885785802,51.42971658820917,58.53474416424157,46.780320945945945
pred_quintile,Canada,anchor_iw,P1,150,0.8866666666666667,67.55108488778406,41.48056923708535,49.44333562766194,52.629356955297894
pred_quintile,Canada,anchor_iw,P2,149,0.87248322147651,67.55108488778406,49.45275390240724,50.86171771597,50.17120317759612
pred_quintile,Canada,anchor_iw,P3,149,0.9060402684563759,67.55108488778406,50.862243005806704,54.00921820358255,52.09575151689714
pred_quintile,Canada,anchor_iw,P4,149,0.7718120805369127,67.55108488778406,54.016350097365276,57.055748349001625,73.44349968045381
pred_quintile,Canada,anchor_iw,P5,150,0.7866666666666666,67.55108488778404,57.11163489518755,64.03140228998502,85.0749593435913
