cond,target,split,seed,dset,xset,anchor,pseudo,r,resid,iw,n,n_blocks,n_train,n_train_real,lam,rmse_cm,bias_cm,mae_cm,r2,fit_s,error
covonly,Lena,2,1,alaska,x25,none,const_t,10.0,catboost_lo,0,1687,5,149666,13606,1.0,19.558,7.712,15.393,-0.1847,1.5,
covonly,Lena,2,2,alaska,x25,none,const_t,10.0,catboost_lo,0,1687,5,149666,13606,1.0,19.555,7.712,15.39,-0.1842,1.3,
covonly,Lena,2,0,alaska,x25,none,shuffle,10.0,catboost_lo,0,1687,5,149666,13606,1.0,19.55,7.71,15.385,-0.1836,1.4,
covonly,Lena,2,1,alaska,x25,none,shuffle,10.0,catboost_lo,0,1687,5,149666,13606,1.0,19.562,7.725,15.398,-0.1851,1.6,
covonly,Lena,2,2,alaska,x25,none,shuffle,10.0,catboost_lo,0,1687,5,149666,13606,1.0,19.557,7.706,15.39,-0.1845,1.6,
covonly,Lena,2,0,alaska,x25,none,cci,10.0,catboost_lo,0,1687,5,149666,13606,1.0,18.561,-6.067,11.7,-0.0669,1.5,
covonly,Lena,2,1,alaska,x25,none,cci,10.0,catboost_lo,0,1687,5,149666,13606,1.0,18.544,-5.966,11.691,-0.0649,1.3,
covonly,Lena,2,2,alaska,x25,none,cci,10.0,catboost_lo,0,1687,5,149666,13606,1.0,18.558,-6.102,11.702,-0.0666,1.4,
covonly,Canada,0,0,alaska,x25,none,stefan,10.0,catboost_lo,0,374,19,149666,13606,1.0,30.157,-9.779,22.64,0.1205,1.6,
covonly,Canada,0,1,alaska,x25,none,stefan,10.0,catboost_lo,0,374,19,149666,13606,1.0,29.265,-8.634,22.122,0.1718,1.5,
covonly,Canada,0,2,alaska,x25,none,stefan,10.0,catboost_lo,0,374,19,149666,13606,1.0,29.642,-10.134,22.22,0.1503,1.6,
covonly,Canada,0,0,alaska,x25,none,stefan_k2,10.0,catboost_lo,0,374,19,149666,13606,1.0,31.281,-12.148,23.244,0.0537,1.7,
covonly,Canada,0,1,alaska,x25,none,stefan_k2,10.0,catboost_lo,0,374,19,149666,13606,1.0,31.315,-12.523,23.197,0.0516,1.5,
covonly,Canada,0,2,alaska,x25,none,stefan_k2,10.0,catboost_lo,0,374,19,149666,13606,1.0,31.44,-12.751,23.238,0.0441,1.5,
covonly,Canada,0,0,alaska,x25,none,stefan_soil,10.0,catboost_lo,0,374,19,149666,13606,1.0,31.24,-11.905,23.37,0.0562,1.3,
covonly,Canada,0,1,alaska,x25,none,stefan_soil,10.0,catboost_lo,0,374,19,149666,13606,1.0,30.848,-11.435,23.11,0.0797,1.4,
covonly,Canada,0,2,alaska,x25,none,stefan_soil,10.0,catboost_lo,0,374,19,149666,13606,1.0,31.33,-11.764,23.425,0.0507,1.6,
