cond,target,dset,xset,anchor,pseudo,r,resid,iw,lam,rmse,rmse_split_sd,rmse_ens,bias,n,n_blocks,n_split,n_seed,fit_s,regime
covonly,Lena,alaska,x25,stefan,none,0.0,ridge,0,0.25,16.167,,16.167003349266512,5.558,1496,11,1,3,0.03333333333333333,main
covonly,Lena,alaska,x25,stefan,none,0.0,ridge,0,0.5,16.718,,16.71758070260004,3.853,1496,11,1,3,0.03333333333333333,main
covonly,Lena,alaska,x25,stefan,none,0.0,ridge,0,0.75,17.719,,17.719371577354124,2.147,1496,11,1,3,0.03333333333333333,main
covonly,Lena,alaska,x25,stefan,none,0.0,ridge,0,1.0,19.102,,19.101514886008246,0.441,1496,11,1,3,0.03333333333333333,main
covonly,Lena,alaska,x25,stefan_cci,none,0.0,ridge,0,0.0,14.568,,14.567517056791306,0.124,1496,11,1,3,0.0,main
covonly,Lena,alaska,x25,stefan_cci,none,0.0,ridge,0,0.25,15.324,,15.323804683560393,-0.247,1496,11,1,3,0.0,main
covonly,Lena,alaska,x25,stefan_cci,none,0.0,ridge,0,0.5,16.372,,16.371804926008643,-0.619,1496,11,1,3,0.0,main
covonly,Lena,alaska,x25,stefan_cci,none,0.0,ridge,0,0.75,17.66,,17.65965947763506,-0.9899999999999999,1496,11,1,3,0.0,main
covonly,Lena,alaska,x25,stefan_cci,none,0.0,ridge,0,1.0,19.139,,19.13901039688684,-1.361,1496,11,1,3,0.0,main
covonly,Lena,alaska,x25,stefan_med,none,0.0,ridge,0,0.0,16.158,,16.15779118476379,7.361,1496,11,1,3,0.0,main
covonly,Lena,alaska,x25,stefan_med,none,0.0,ridge,0,0.25,16.193,,16.192825433644696,5.633,1496,11,1,3,0.0,main
covonly,Lena,alaska,x25,stefan_med,none,0.0,ridge,0,0.5,16.73,,16.729784203680794,3.905,1496,11,1,3,0.0,main
covonly,Lena,alaska,x25,stefan_med,none,0.0,ridge,0,0.75,17.723,,17.72310548132412,2.178,1496,11,1,3,0.0,main
covonly,Lena,alaska,x25,stefan_med,none,0.0,ridge,0,1.0,19.102,,19.10172664252453,0.45,1496,11,1,3,0.0,main
noinfo,Canada,alaska,x14,stefan,none,0.0,catboost_lo,0,0.0,26.565,,26.565276638985377,2.438,741,30,1,3,0.26666666666666666,main
noinfo,Canada,alaska,x14,stefan,none,0.0,catboost_lo,0,0.25,26.608666666666664,,26.607292114807027,1.0233333333333332,741,30,1,3,0.26666666666666666,main
noinfo,Canada,alaska,x14,stefan,none,0.0,catboost_lo,0,0.5,26.755,,26.749080769637725,-0.39199999999999996,741,30,1,3,0.26666666666666666,main
noinfo,Canada,alaska,x14,stefan,none,0.0,catboost_lo,0,0.75,27.002333333333336,,26.989070156632195,-1.8073333333333332,741,30,1,3,0.26666666666666666,main
noinfo,Canada,alaska,x14,stefan,none,0.0,catboost_lo,0,1.0,27.34766666666667,,27.32467294186167,-3.2226666666666666,741,30,1,3,0.26666666666666666,main
noinfo,Canada,alaska,x25,none,none,0.0,catboost,0,1.0,26.765666666666664,,26.715819127492598,-4.872,741,30,1,3,1.2333333333333334,main
noinfo,Canada,alaska,x25,none,none,0.0,catboost_lo,0,1.0,28.658666666666665,,28.621114730435043,-7.122,741,30,1,3,0.3,main
noinfo,Canada,alaska,x25,none,none,0.0,ridge,0,1.0,34.659,,34.65911011861213,-22.967,741,30,1,3,0.0,main
noinfo,Canada,alaska,x25,stefan,none,0.0,ridge,0,0.0,26.565,,26.565276638985377,2.438,741,30,1,3,0.0,main
