cond,target,anchor,model,variant,lam,n,n_blocks,rmse_anchor,rmse_standard,rmse_centered,d_vs_anchor,ci_lo,ci_hi,d_vs_standard,ci2_lo,ci2_hi
noinfo,Canada,stefan,tabm,resid_centered,1.0,747,36,26.50381072868332,31.339051182353,31.364379040885662,4.860568312202343,0.43462988744206477,16.102130978178412,0.025327858532662617,-1.600850607197584,1.8945345898260622
noinfo,Canada,stefan,tabm,direct_structure,1.0,747,36,26.50381072868332,31.47065730219133,31.440574218677472,4.936763489994153,0.842298100538049,14.096003758617101,-0.030083083513858355,,
noinfo,Canada,stefan,cfm,resid_centered,0.25,747,36,26.50381072868332,27.592833915735195,27.596199185005634,1.0923884563223147,0.357648262500213,1.8258408578553926,0.0033652692704393417,-0.016165209520374545,0.024008605919266564
noinfo,Canada,stefan,cfm,resid_centered,0.5,747,36,26.50381072868332,29.05707705326672,29.063411381797252,2.5596006531139324,1.0800157778678405,4.042012566687253,0.006334328530531508,-0.03149185067558147,0.04665869784320023
noinfo,Canada,stefan,cfm,resid_centered,1.0,747,36,26.50381072868332,32.89866931490864,32.909657558884675,6.405846830201355,3.235915053549391,10.449965462726508,0.010988243976036927,-0.06241423935167241,0.09202465191169214
noinfo,Canada,stefan,cfm,direct_structure,1.0,747,36,26.50381072868332,40.3268988867555,40.32623355192456,13.82242282324124,5.114534940929134,27.927779646841305,-0.0006653348309413332,,
noinfo,Canada,stefan,ddpm,resid_centered,0.25,747,36,26.50381072868332,27.41922607596231,27.47487498230371,0.9710642536203906,0.4080539849426685,1.5678321654658134,0.05564890634139985,-0.3258970774976577,0.44464964652565947
noinfo,Canada,stefan,ddpm,resid_centered,0.5,747,36,26.50381072868332,28.670243732886835,28.75428780700887,2.2504770783255488,0.958949868435257,3.6075294443965706,0.08404407412203341,-0.669159762664345,0.883141358010251
noinfo,Canada,stefan,ddpm,resid_centered,1.0,747,36,26.50381072868332,32.01158438450952,32.08208707066379,5.5782763419804695,2.0201968189641923,9.749593007753223,0.07050268615427058,-1.4325175775888037,1.735103231375705
noinfo,Canada,stefan,ddpm,direct_structure,1.0,747,36,26.50381072868332,38.11672638202242,37.8098159887406,11.306005260057283,3.4606866359874107,28.08638151902865,-0.306910393281818,,
noinfo,Canada,stefan,nflow,resid_centered,0.25,747,36,26.50381072868332,93.54354141213939,93.54494558083734,67.04113485215402,1.8059758891346662,162.46411342533406,0.0014041686979453516,-1.556757027550749,2.6554864487081433
noinfo,Canada,stefan,nflow,resid_centered,0.5,747,36,26.50381072868332,180.34519957801191,180.2314810664662,153.72767033778285,4.709502260941648,380.90847813747246,-0.1137185115457271,-3.146065256289118,5.038282158701799
noinfo,Canada,stefan,nflow,resid_centered,1.0,747,36,26.50381072868332,356.72194899532917,356.3739914810323,329.870180752349,9.672901947413726,726.8407484981356,-0.3479575142968656,-5.749432851645505,11.051760907250241
noinfo,Canada,stefan,nflow,direct_structure,1.0,747,36,26.50381072868332,81.20691536986332,80.64823601060212,54.1444252819188,12.157061998010622,123.03929491436446,-0.5586793592612054,,
noinfo,Canada,stefan_cci,ridge,resid_centered,0.25,747,36,25.719263613745216,25.930559908545522,26.66492732095719,0.945663707211974,-1.1497608745585226,4.8350185109701656,0.7343674124116681,-1.9464103123096093,3.3197000020598377
noinfo,Canada,stefan_cci,ridge,resid_centered,0.5,747,36,25.719263613745216,30.791210487630025,30.17884228053065,4.459578666785433,-2.0399808942411766,15.522440188610986,-0.6123682070993759,-5.429247398218253,4.582668245883562
noinfo,Canada,stefan_cci,ridge,resid_centered,1.0,747,36,25.719263613745216,47.89448741656843,41.96272034322117,16.243456729475955,-2.6726021292293587,48.03513562279195,-5.93176707334726,-14.226586866006512,1.8061103952365885
noinfo,Canada,stefan_cci,ridge,direct_structure,1.0,747,36,25.719263613745216,47.62674321436951,41.52723587622615,15.807972262480934,-2.451554198235598,45.12183121912638,-6.099507338143361,,
noinfo,Canada,stefan_cci,catboost_lo,resid_centered,0.25,747,36,25.719263613745216,25.200841382095266,25.57126095071268,-0.1480026630325355,-1.054542293860096,0.3958131330857451,0.37041956861741454,-0.19363609906718773,0.9506929807432092
noinfo,Canada,stefan_cci,catboost_lo,resid_centered,0.5,747,36,25.719263613745216,24.96743360252494,25.59477705596757,-0.12448655777764728,-1.8582275934821333,0.9253288685005658,0.6273434534426272,-0.5175325497140293,1.8978892205301916
noinfo,Canada,stefan_cci,catboost_lo,resid_centered,1.0,747,36,25.719263613745216,25.37752461834493,26.151140412848406,0.43187679910318977,-2.581848412495226,2.8532936607035335,0.7736157945034776,-1.8722354105066943,3.5358826095567886
noinfo,Canada,stefan_cci,catboost_lo,direct_structure,1.0,747,36,25.719263613745216,28.518664978199865,28.35452412660465,2.6352605128594355,-3.4166383613007887,5.843646063929955,-0.16414085159521363,,
noinfo,Canada,stefan_cci,catboost,resid_centered,0.25,747,36,25.719263613745216,24.932518869579955,25.096212839212725,-0.6230507745324907,-1.1529363118990867,-0.1357358660081385,0.16369396963277083,-0.037998057173891195,0.3750732032032552
noinfo,Canada,stefan_cci,catboost,resid_centered,0.5,747,36,25.719263613745216,24.27697344666649,24.593028472435563,-1.1262351413096532,-2.2291362163154753,-0.18503757921813377,0.3160550257690744,-0.06296719655542887,0.7069234243445475
noinfo,Canada,stefan_cci,catboost,resid_centered,1.0,747,36,25.719263613745216,23.401414987670506,23.974667217869545,-1.7445963958756714,-3.979570961679031,0.15258478910283066,0.5732522301990386,0.037734127406349335,1.246036212898519
noinfo,Canada,stefan_cci,catboost,direct_structure,1.0,747,36,25.719263613745216,26.62470431681297,26.94725299752706,1.2279893837818427,-4.302913262933676,3.9821549380471213,0.32254868071408893,,
noinfo,Canada,stefan_cci,mlp,resid_centered,0.25,747,36,25.719263613745216,25.4642872550199,25.776593639294344,0.05733002554912758,-1.2137826957428943,1.1100734578156357,0.3123063842744429,-0.1461183183176825,0.7637040785456047
noinfo,Canada,stefan_cci,mlp,resid_centered,0.5,747,36,25.719263613745216,26.02689692719574,26.5585735953984,0.8393099816531837,-1.6223018026661216,4.305373918284445,0.5316766682026604,-0.41855050442323566,1.4760704317246152
noinfo,Canada,stefan_cci,mlp,resid_centered,1.0,747,36,25.719263613745216,29.349588433295448,30.01876602844691,4.299502414701696,-2.003024725607639,13.680986958366272,0.6691775951514636,-1.150543043905231,2.949450162273389
noinfo,Canada,stefan_cci,mlp,direct_structure,1.0,747,36,25.719263613745216,27.64508833579862,28.019047492883114,2.299783879137898,-4.5232672419004505,5.246631473600562,0.3739591570844958,,
