cond,target,split,seed,dset,xset,anchor,pseudo,r,resid,iw,n,n_blocks,n_train,n_train_real,lam,rmse_cm,bias_cm,mae_cm,r2,fit_s,error
labels,Lena,0,0,alaska,x14,stefan,none,0.0,catboost_lo,0,1496,11,15125,15125,0.0,15.976,6.953,12.822,-0.2371,0.4,
labels,Lena,0,0,alaska,x14,stefan,none,0.0,catboost_lo,0,1496,11,15125,15125,0.25,15.261,6.107,12.022,-0.1289,0.4,
labels,Lena,0,0,alaska,x14,stefan,none,0.0,catboost_lo,0,1496,11,15125,15125,0.5,14.848,5.26,11.376,-0.0685,0.4,
labels,Lena,0,0,alaska,x14,stefan,none,0.0,catboost_lo,0,1496,11,15125,15125,0.75,14.76,4.413,10.926,-0.0559,0.4,
labels,Lena,0,0,alaska,x14,stefan,none,0.0,catboost_lo,0,1496,11,15125,15125,1.0,15.004,3.566,10.672,-0.0911,0.4,
labels,Lena,0,1,alaska,x14,stefan,none,0.0,catboost_lo,0,1496,11,15125,15125,0.0,15.976,6.953,12.822,-0.2371,0.4,
labels,Lena,0,1,alaska,x14,stefan,none,0.0,catboost_lo,0,1496,11,15125,15125,0.25,15.294,6.235,12.071,-0.1337,0.4,
labels,Lena,0,1,alaska,x14,stefan,none,0.0,catboost_lo,0,1496,11,15125,15125,0.5,14.939,5.516,11.471,-0.0817,0.4,
labels,Lena,0,1,alaska,x14,stefan,none,0.0,catboost_lo,0,1496,11,15125,15125,0.75,14.935,4.797,11.077,-0.0811,0.4,
labels,Lena,0,1,alaska,x14,stefan,none,0.0,catboost_lo,0,1496,11,15125,15125,1.0,15.281,4.078,10.859,-0.1318,0.4,
labels,Lena,0,2,alaska,x14,stefan,none,0.0,catboost_lo,0,1496,11,15125,15125,0.0,15.976,6.953,12.822,-0.2371,0.5,
labels,Lena,0,2,alaska,x14,stefan,none,0.0,catboost_lo,0,1496,11,15125,15125,0.25,15.212,6.067,11.974,-0.1216,0.5,
labels,Lena,0,2,alaska,x14,stefan,none,0.0,catboost_lo,0,1496,11,15125,15125,0.5,14.757,5.18,11.28,-0.0554,0.5,
labels,Lena,0,2,alaska,x14,stefan,none,0.0,catboost_lo,0,1496,11,15125,15125,0.75,14.639,4.293,10.779,-0.0387,0.5,
labels,Lena,0,2,alaska,x14,stefan,none,0.0,catboost_lo,0,1496,11,15125,15125,1.0,14.867,3.406,10.481,-0.0713,0.5,
labels,Lena,0,0,alaska,x14,none,none,0.0,catboost_lo,0,1496,11,15125,15125,1.0,14.09,0.535,9.729,0.0377,0.4,
labels,Lena,0,1,alaska,x14,none,none,0.0,catboost_lo,0,1496,11,15125,15125,1.0,14.311,1.146,9.979,0.0073,0.4,
labels,Lena,0,2,alaska,x14,none,none,0.0,catboost_lo,0,1496,11,15125,15125,1.0,14.842,1.44,10.118,-0.0677,0.4,
covonly,Lena,1,0,alaska,x25,stefan,none,0.0,catboost_lo,0,1478,11,13606,13606,0.0,15.808,8.158,12.796,-0.3693,0.4,
covonly,Lena,1,0,alaska,x25,stefan,none,0.0,catboost_lo,0,1478,11,13606,13606,0.25,16.51,9.454,13.641,-0.4937,0.4,
covonly,Lena,1,0,alaska,x25,stefan,none,0.0,catboost_lo,0,1478,11,13606,13606,0.5,17.303,10.75,14.585,-0.6404,0.4,
covonly,Lena,1,0,alaska,x25,stefan,none,0.0,catboost_lo,0,1478,11,13606,13606,0.75,18.173,12.045,15.58,-0.8097,0.4,
covonly,Lena,1,0,alaska,x25,stefan,none,0.0,catboost_lo,0,1478,11,13606,13606,1.0,19.111,13.341,16.605,-1.0013,0.4,
covonly,Lena,1,1,alaska,x25,stefan,none,0.0,catboost_lo,0,1478,11,13606,13606,0.0,15.808,8.158,12.796,-0.3693,0.5,
covonly,Lena,1,1,alaska,x25,stefan,none,0.0,catboost_lo,0,1478,11,13606,13606,0.25,16.443,9.367,13.553,-0.4815,0.5,
covonly,Lena,1,1,alaska,x25,stefan,none,0.0,catboost_lo,0,1478,11,13606,13606,0.5,17.154,10.576,14.39,-0.6124,0.5,
covonly,Lena,1,1,alaska,x25,stefan,none,0.0,catboost_lo,0,1478,11,13606,13606,0.75,17.931,11.785,15.284,-0.7618,0.5,
covonly,Lena,1,1,alaska,x25,stefan,none,0.0,catboost_lo,0,1478,11,13606,13606,1.0,18.767,12.994,16.214,-0.9299,0.5,
covonly,Lena,1,2,alaska,x25,stefan,none,0.0,catboost_lo,0,1478,11,13606,13606,0.0,15.808,8.158,12.796,-0.3693,0.4,
covonly,Lena,1,2,alaska,x25,stefan,none,0.0,catboost_lo,0,1478,11,13606,13606,0.25,16.641,9.613,13.759,-0.5174,0.4,
covonly,Lena,1,2,alaska,x25,stefan,none,0.0,catboost_lo,0,1478,11,13606,13606,0.5,17.569,11.069,14.826,-0.6914,0.4,
covonly,Lena,1,2,alaska,x25,stefan,none,0.0,catboost_lo,0,1478,11,13606,13606,0.75,18.578,12.524,15.943,-0.8912,0.4,
covonly,Lena,1,2,alaska,x25,stefan,none,0.0,catboost_lo,0,1478,11,13606,13606,1.0,19.655,13.979,17.098,-1.1169,0.4,
covonly,Lena,1,0,alaska,x25,none,none,0.0,catboost_lo,0,1478,11,13606,13606,1.0,20.192,15.175,17.753,-1.2341,0.5,
covonly,Lena,1,1,alaska,x25,none,none,0.0,catboost_lo,0,1478,11,13606,13606,1.0,19.71,14.54,17.224,-1.1286,0.4,
covonly,Lena,1,2,alaska,x25,none,none,0.0,catboost_lo,0,1478,11,13606,13606,1.0,20.588,15.602,18.079,-1.3225,0.4,
covonly,Lena,1,0,alaska,x14,stefan,none,0.0,catboost_lo,0,1478,11,13606,13606,0.0,15.808,8.158,12.796,-0.3693,0.4,
covonly,Lena,1,0,alaska,x14,stefan,none,0.0,catboost_lo,0,1478,11,13606,13606,0.25,16.495,9.422,13.628,-0.4909,0.4,
covonly,Lena,1,0,alaska,x14,stefan,none,0.0,catboost_lo,0,1478,11,13606,13606,0.5,17.272,10.686,14.551,-0.6346,0.4,
covonly,Lena,1,0,alaska,x14,stefan,none,0.0,catboost_lo,0,1478,11,13606,13606,0.75,18.126,11.95,15.523,-0.8002,0.4,
covonly,Lena,1,0,alaska,x14,stefan,none,0.0,catboost_lo,0,1478,11,13606,13606,1.0,19.047,13.214,16.521,-0.9879,0.4,
covonly,Lena,1,1,alaska,x14,stefan,none,0.0,catboost_lo,0,1478,11,13606,13606,0.0,15.808,8.158,12.796,-0.3693,0.4,
covonly,Lena,1,1,alaska,x14,stefan,none,0.0,catboost_lo,0,1478,11,13606,13606,0.25,15.946,8.413,12.945,-0.3933,0.4,
covonly,Lena,1,1,alaska,x14,stefan,none,0.0,catboost_lo,0,1478,11,13606,13606,0.5,16.112,8.667,13.126,-0.4224,0.4,
covonly,Lena,1,1,alaska,x14,stefan,none,0.0,catboost_lo,0,1478,11,13606,13606,0.75,16.306,8.921,13.319,-0.4568,0.4,
covonly,Lena,1,1,alaska,x14,stefan,none,0.0,catboost_lo,0,1478,11,13606,13606,1.0,16.526,9.176,13.528,-0.4964,0.4,
covonly,Lena,1,2,alaska,x14,stefan,none,0.0,catboost_lo,0,1478,11,13606,13606,0.0,15.808,8.158,12.796,-0.3693,0.4,
covonly,Lena,1,2,alaska,x14,stefan,none,0.0,catboost_lo,0,1478,11,13606,13606,0.25,16.366,9.339,13.499,-0.4677,0.4,
covonly,Lena,1,2,alaska,x14,stefan,none,0.0,catboost_lo,0,1478,11,13606,13606,0.5,17.006,10.52,14.296,-0.5847,0.4,
covonly,Lena,1,2,alaska,x14,stefan,none,0.0,catboost_lo,0,1478,11,13606,13606,0.75,17.719,11.701,15.139,-0.7203,0.4,
covonly,Lena,1,2,alaska,x14,stefan,none,0.0,catboost_lo,0,1478,11,13606,13606,1.0,18.496,12.883,16.022,-0.8746,0.4,
covonly,Lena,1,0,alaska,x14,none,none,0.0,catboost_lo,0,1478,11,13606,13606,1.0,14.672,5.669,11.301,-0.1796,0.4,
covonly,Lena,1,1,alaska,x14,none,none,0.0,catboost_lo,0,1478,11,13606,13606,1.0,15.173,5.8,11.816,-0.2614,0.4,
covonly,Lena,1,2,alaska,x14,none,none,0.0,catboost_lo,0,1478,11,13606,13606,1.0,14.766,4.315,11.171,-0.1947,0.4,
labels,Lena,1,0,alaska,x25,stefan,none,0.0,catboost_lo,0,1478,11,15111,15111,0.0,15.67,7.888,12.628,-0.3455,0.4,
labels,Lena,1,0,alaska,x25,stefan,none,0.0,catboost_lo,0,1478,11,15111,15111,0.25,15.096,7.329,12.059,-0.2487,0.4,
labels,Lena,1,0,alaska,x25,stefan,none,0.0,catboost_lo,0,1478,11,15111,15111,0.5,14.789,6.77,11.604,-0.1984,0.4,
labels,Lena,1,0,alaska,x25,stefan,none,0.0,catboost_lo,0,1478,11,15111,15111,0.75,14.766,6.211,11.281,-0.1946,0.4,
labels,Lena,1,0,alaska,x25,stefan,none,0.0,catboost_lo,0,1478,11,15111,15111,1.0,15.027,5.652,11.105,-0.2373,0.4,
labels,Lena,1,1,alaska,x25,stefan,none,0.0,catboost_lo,0,1478,11,15111,15111,0.0,15.67,7.888,12.628,-0.3455,0.5,
labels,Lena,1,1,alaska,x25,stefan,none,0.0,catboost_lo,0,1478,11,15111,15111,0.25,15.081,7.234,12.024,-0.2463,0.5,
labels,Lena,1,1,alaska,x25,stefan,none,0.0,catboost_lo,0,1478,11,15111,15111,0.5,14.767,6.58,11.553,-0.1949,0.5,
labels,Lena,1,1,alaska,x25,stefan,none,0.0,catboost_lo,0,1478,11,15111,15111,0.75,14.745,5.926,11.226,-0.1913,0.5,
labels,Lena,1,1,alaska,x25,stefan,none,0.0,catboost_lo,0,1478,11,15111,15111,1.0,15.017,5.272,11.056,-0.2356,0.5,
labels,Lena,1,2,alaska,x25,stefan,none,0.0,catboost_lo,0,1478,11,15111,15111,0.0,15.67,7.888,12.628,-0.3455,0.5,
labels,Lena,1,2,alaska,x25,stefan,none,0.0,catboost_lo,0,1478,11,15111,15111,0.25,15.062,7.124,11.985,-0.2431,0.5,
labels,Lena,1,2,alaska,x25,stefan,none,0.0,catboost_lo,0,1478,11,15111,15111,0.5,14.689,6.359,11.462,-0.1822,0.5,
labels,Lena,1,2,alaska,x25,stefan,none,0.0,catboost_lo,0,1478,11,15111,15111,0.75,14.568,5.595,11.063,-0.1628,0.5,
labels,Lena,1,2,alaska,x25,stefan,none,0.0,catboost_lo,0,1478,11,15111,15111,1.0,14.706,4.83,10.809,-0.185,0.5,
labels,Lena,1,0,alaska,x25,none,none,0.0,catboost_lo,0,1478,11,15111,15111,1.0,15.153,4.039,10.839,-0.2581,0.5,
labels,Lena,1,1,alaska,x25,none,none,0.0,catboost_lo,0,1478,11,15111,15111,1.0,14.889,4.276,10.759,-0.2147,0.5,
labels,Lena,1,2,alaska,x25,none,none,0.0,catboost_lo,0,1478,11,15111,15111,1.0,14.579,3.667,10.36,-0.1646,0.5,
labels,Lena,1,0,alaska,x14,stefan,none,0.0,catboost_lo,0,1478,11,15111,15111,0.0,15.67,7.888,12.628,-0.3455,0.4,
labels,Lena,1,0,alaska,x14,stefan,none,0.0,catboost_lo,0,1478,11,15111,15111,0.25,15.096,7.373,12.029,-0.2487,0.4,
labels,Lena,1,0,alaska,x14,stefan,none,0.0,catboost_lo,0,1478,11,15111,15111,0.5,14.762,6.857,11.531,-0.194,0.4,
labels,Lena,1,0,alaska,x14,stefan,none,0.0,catboost_lo,0,1478,11,15111,15111,0.75,14.684,6.342,11.162,-0.1815,0.4,
labels,Lena,1,0,alaska,x14,stefan,none,0.0,catboost_lo,0,1478,11,15111,15111,1.0,14.867,5.826,10.918,-0.2111,0.4,
labels,Lena,1,1,alaska,x14,stefan,none,0.0,catboost_lo,0,1478,11,15111,15111,0.0,15.67,7.888,12.628,-0.3455,0.5,
labels,Lena,1,1,alaska,x14,stefan,none,0.0,catboost_lo,0,1478,11,15111,15111,0.25,15.178,7.463,12.073,-0.2623,0.5,
labels,Lena,1,1,alaska,x14,stefan,none,0.0,catboost_lo,0,1478,11,15111,15111,0.5,15.076,7.038,11.689,-0.2454,0.5,
labels,Lena,1,1,alaska,x14,stefan,none,0.0,catboost_lo,0,1478,11,15111,15111,0.75,15.372,6.613,11.489,-0.2947,0.5,
labels,Lena,1,1,alaska,x14,stefan,none,0.0,catboost_lo,0,1478,11,15111,15111,1.0,16.043,6.188,11.415,-0.4104,0.5,
labels,Lena,1,2,alaska,x14,stefan,none,0.0,catboost_lo,0,1478,11,15111,15111,0.0,15.67,7.888,12.628,-0.3455,0.5,
labels,Lena,1,2,alaska,x14,stefan,none,0.0,catboost_lo,0,1478,11,15111,15111,0.25,15.07,7.296,11.964,-0.2443,0.5,
labels,Lena,1,2,alaska,x14,stefan,none,0.0,catboost_lo,0,1478,11,15111,15111,0.5,14.83,6.705,11.451,-0.2051,0.5,
labels,Lena,1,2,alaska,x14,stefan,none,0.0,catboost_lo,0,1478,11,15111,15111,0.75,14.968,6.113,11.098,-0.2276,0.5,
labels,Lena,1,2,alaska,x14,stefan,none,0.0,catboost_lo,0,1478,11,15111,15111,1.0,15.474,5.521,10.922,-0.3121,0.5,
labels,Lena,1,0,alaska,x14,none,none,0.0,catboost_lo,0,1478,11,15111,15111,1.0,14.019,2.72,9.817,-0.0768,0.4,
