Event,macro,lat,lon,n_years,year_min,year_max,alt_mean,alt_sd,alt_min,alt_max,alt_sd_detr,se_multiyear,cv
CALM_CH7,Alps,46.0837,7.3025,18,2003,2021,334.72222222222223,158.18745601921177,138.0,589.0,38.7777403978311,37.28514094994446,0.4725932296009646
CALM_CH8,Alps,46.7489,9.9436,19,2003,2022,292.7368421052632,5.0754540602914275,281.0,300.0,4.315748252971361,1.1643890179680803,0.017337940874781934
CALM_CH9,Alps,46.4966,9.9314,22,1997,2018,244.86363636363637,68.26718897764205,170.0,398.0,35.15255532220099,14.554613593617118,0.2787967621140013
CALM_CN1,Tibet,50.9333,121.3333,4,1991,1994,104.25,7.499999999999998,96.0,112.0,1.7748239349304484,3.749999999999999,0.07194244604316545
CALM_CN2,Tibet,34.3333,97.8667,12,1998,2009,157.16666666666666,21.93309385519075,135.0,196.0,9.396931999452256,6.331538820727854,0.1395530892164841
CALM_CN3,Tibet,34.7333,92.8833,6,1998,2008,268.6666666666667,7.659416862050701,260.0,279.0,3.4221094858775114,3.1269438398822853,0.0285089957644567
CALM_CN4,Tibet,35.4333,93.6,4,2006,2009,316.25,18.5,292.0,337.0,18.00416618452518,9.25,0.05849802371541502
CALM_CN5,Tibet,34.4667,92.7333,8,2000,2009,102.875,13.82996229723195,87.0,122.0,9.400905941467833,4.889630061963497,0.1344346274336034
CALM_CN7,Tibet,35.6167,94.0667,6,2003,2008,138.0,2.280350850198275,136.0,142.0,2.40831891575849,0.9309493362512625,0.016524281523175907
CALM_G1,Greenland,74.473,-20.5528,29,1996,2024,75.17241379310344,9.892525914321237,50.0,89.0,6.851620237015914,1.8369959450851312,0.13159782179601645
CALM_G2,Greenland,74.466,-20.5643,29,1996,2024,66.34482758620689,8.710731731068314,44.0,78.0,7.254860779236813,1.6175422745703072,0.13129481299427295
CALM_G3,Greenland,69.25,-53.5,4,1997,2000,67.5,7.416198487095665,57.0,74.0,7.07813534767487,3.7080992435478324,0.10986960721623207
CALM_IT1,Svalbard,78.92,11.86,6,2014,2019,157.83333333333334,5.6361925682739615,150.0,163.0,2.9696881349811157,2.3009659807229745,0.035709773399835026
CALM_K0,Mongolia_CAsia,43.1,76.9,22,1990,2011,510.72727272727275,53.85888246871839,470.0,688.0,43.950896577821545,11.48275232444339,0.1054552700526704
CALM_K1,Mongolia_CAsia,43.1,76.9,19,1990,2011,483.8421052631579,24.927145305859142,420.0,520.0,25.276918634362882,5.718679333641803,0.051519173372274955
CALM_K2,Mongolia_CAsia,43.0833,76.9167,14,1998,2011,434.14285714285717,56.29572622507672,300.0,485.0,50.496168207726456,15.045665705275843,0.1296709718906012
CALM_M1,Mongolia_CAsia,47.6889,108.2625,13,1996,2009,358.46153846153845,13.902130439944477,340.0,380.0,11.079345317170448,3.855757241492966,0.03878276732173352
CALM_M10,Mongolia_CAsia,48.6694,89.1114,2,2002,2003,107.0,2.8284271247461903,105.0,109.0,,2.0,0.026433898362113926
CALM_M10A,Mongolia_CAsia,48.7525,89.1356,3,2003,2005,280.0,5.0,275.0,285.0,1.4851986287389555e-12,2.886751345948129,0.017857142857142856
CALM_M10B,Mongolia_CAsia,48.7783,89.1406,1,2005,2005,550.0,,550.0,550.0,,,
CALM_M11,Mongolia_CAsia,50.4386,100.1503,8,2002,2009,476.875,5.938674695827102,470.0,485.0,6.2559495491815404,2.0996385743401507,0.012453315220607292
CALM_M11A,Mongolia_CAsia,50.4386,100.1522,7,2002,2009,457.85714285714283,23.603873774083297,435.0,490.0,25.77487657186901,8.921425711997712,0.051552922439495504
CALM_M11B,Mongolia_CAsia,50.4333,100.1606,9,2001,2009,390.55555555555554,14.169607537888183,370.0,410.0,5.005790298038513,4.723202512629395,0.036280645189471876
