cond,target,dset,xset,anchor,pseudo,r,resid,iw,lam,seed,n_splits,n_cells,n_blocks,coverage,cov_ci_lo,cov_ci_hi,width_mean,width_median,interval_score,is_ci_lo,is_ci_hi,is_width_part,is_under_part,is_over_part,rmse_point,n_seed,family_tag,note
noinfo,Lena,alaska,x25,stefan,none,0.0,cfm,0,0.75,mean,1,2958.0,20.0,0.225377507324769,0.1629067687185958,0.3201842980684004,17.04860592592462,14.59218812873587,253.9023987775879,178.12567895270217,361.04099187808,17.04860592592462,168.85348633520522,68.00030651645805,25.54780462865952,3.0,residual,
noinfo,Lena,alaska,x25,stefan,none,0.0,cfm,0,1.0,0,1,2958.0,20.0,0.15618661257606492,0.102685191802605,0.29612406201721475,24.99609568294508,22.531961977481842,314.4319791915524,233.1163866230102,380.18272719904917,24.99609568294508,253.49023224276755,35.94565126583978,30.621416023849353,1.0,residual,
noinfo,Lena,alaska,x25,stefan,none,0.0,cfm,0,1.0,1,1,2958.0,20.0,0.1700473292765382,0.11171667793959121,0.31898595665811225,21.667922006902977,18.59621653519571,282.3620333355412,189.73899917829502,362.4150181386484,21.667922006902977,211.62487729625366,49.06923403238455,27.881010501660562,1.0,residual,
noinfo,Lena,alaska,x25,stefan,none,0.0,cfm,0,1.0,2,1,2958.0,20.0,0.49594320486815413,0.3822630370362827,0.563528344080376,21.530406013850413,17.24057400226593,178.53532666562603,107.79454372082671,368.7643252035295,21.530406013850413,43.08609785313861,113.91882279863701,26.459808156999454,1.0,residual,
noinfo,Lena,alaska,x25,stefan,none,0.0,cfm,0,1.0,mean,1,2958.0,20.0,0.27405904890691907,0.19888830225949297,0.392879454251901,22.731474567899486,19.456250838314492,258.44311306423987,176.88330984071067,370.45402351374236,22.731474567899486,169.40040246405326,66.31123603228711,28.320744894169792,3.0,residual,
noinfo,Lena,alaska,x25,stefan,none,0.0,ddpm,0,0.25,0,1,2958.0,20.0,0.11663286004056796,0.07227536380918499,0.13577898465171193,9.021627710271165,6.2300209298264235,263.98613012625725,203.34019722015339,397.2725950902278,9.021627710271165,182.5172536076713,72.44724880831477,21.887457273936544,1.0,residual,
noinfo,Lena,alaska,x25,stefan,none,0.0,ddpm,0,0.25,1,1,2958.0,20.0,0.09939148073022312,0.06272554582866274,0.1192059461082524,11.641291906266956,9.632984079420567,299.7697486542026,240.6123460422921,400.3111248076453,11.641291906266956,228.2802895904762,59.84816715745946,23.16536822857145,1.0,residual,
noinfo,Lena,alaska,x25,stefan,none,0.0,ddpm,0,0.25,2,1,2958.0,20.0,0.14503042596348883,0.09434496645013156,0.17153061076874113,8.692683223104261,6.022802281193435,229.65826266134636,164.28270639872068,375.1831705821746,8.692683223104261,127.20013131180512,93.76544812643698,21.16296432595977,1.0,residual,
noinfo,Lena,alaska,x25,stefan,none,0.0,ddpm,0,0.25,mean,1,2958.0,20.0,0.12035158891142665,0.07644862536265977,0.14217184717623513,9.78520094654746,7.295269096813475,264.4713804806021,202.7450832203887,390.9222968266826,9.78520094654746,179.3325581699842,75.3536213640704,22.07192994282259,3.0,residual,
noinfo,Lena,alaska,x25,stefan,none,0.0,ddpm,0,0.5,0,1,2958.0,20.0,0.18830290736984448,0.1268487683305642,0.21676214802651583,18.04325542054233,12.460041859652847,229.5550590067726,175.59504296944183,327.99934334446834,18.04325542054233,155.25779953651488,56.254004049715405,22.448098998672798,1.0,residual,
noinfo,Lena,alaska,x25,stefan,none,0.0,ddpm,0,0.5,1,1,2958.0,20.0,0.12102772143340094,0.09013813942757534,0.20298489259265184,23.28258381253391,19.265968158841133,312.1094371783068,250.18016276200336,376.27344338500694,23.28258381253391,247.70040740283684,41.12644596293599,25.63981845014948,1.0,residual,
noinfo,Lena,alaska,x25,stefan,none,0.0,ddpm,0,0.5,2,1,2958.0,20.0,0.3316430020283976,0.22671067290552585,0.40768268391727847,17.385366446208522,12.04560456238687,178.32327408527377,126.7573442090593,315.51389083074696,17.385366446208522,64.72848526686732,96.20942237219792,21.618472729041436,1.0,residual,
noinfo,Lena,alaska,x25,stefan,none,0.0,ddpm,0,0.5,mean,1,2958.0,20.0,0.21365787694388097,0.14789919355455514,0.2758099081788154,19.57040189309492,14.59053819362695,239.99592342345105,184.17751664683485,339.92889252007404,19.57040189309492,155.89556406873967,64.52995746161643,23.235463392621238,3.0,residual,
noinfo,Lena,alaska,x25,stefan,none,0.0,ddpm,0,0.75,0,1,2958.0,20.0,0.25524002704530085,0.19477415771936318,0.3347433912836389,27.0648831308135,18.69006278947927,201.74614404176336,156.0153932207642,273.79985030667285,27.0648831308135,130.07854752183508,44.602713389114776,23.284444594146827,1.0,residual,
noinfo,Lena,alaska,x25,stefan,none,0.0,ddpm,0,0.75,1,1,2958.0,20.0,0.13928329952670723,0.10284792291357656,0.2802052945602385,34.923875718800865,28.8989522382617,333.71137153441737,262.31920270514905,383.40417609249056,34.923875718800865,268.9831571508807,29.80433866473581,28.80788584440721,1.0,residual,
noinfo,Lena,alaska,x25,stefan,none,0.0,ddpm,0,0.75,2,1,2958.0,20.0,0.5006761325219743,0.36955117920744424,0.5587793017755263,26.078049669312783,18.068406843580306,157.89265865671462,110.89018552417396,308.6611747602304,26.078049669312783,29.26881979803849,102.54578918936333,22.93595832037174,1.0,residual,
noinfo,Lena,alaska,x25,stefan,none,0.0,ddpm,0,0.75,mean,1,2958.0,20.0,0.2983998196979941,0.2223910866134613,0.39124266253980117,29.355602839642383,21.885807290440425,231.11672474429847,176.4082604833624,321.95506705313124,29.355602839642383,142.77684149025143,58.984280414404644,25.009429586308595,3.0,residual,
noinfo,Lena,alaska,x25,stefan,none,0.0,ddpm,0,1.0,0,1,2958.0,20.0,0.332657200811359,0.2721039399894219,0.4131480939850067,36.08651084108466,24.920083719305694,180.15895711985678,142.17192803956883,239.8682239185474,36.08651084108466,107.72218077771134,36.35026550106075,24.368123032548766,1.0,residual,
noinfo,Lena,alaska,x25,stefan,none,0.0,ddpm,0,1.0,1,1,2958.0,20.0,0.14841108857336038,0.10716090497167628,0.328929083042334,46.56516762506782,38.531936317682266,360.4135248047908,273.7762167025673,410.74845636647217,46.56516762506782,291.34151979229665,22.50683738742631,32.46715686919047,1.0,residual,
noinfo,Lena,alaska,x25,stefan,none,0.0,ddpm,0,1.0,2,1,2958.0,20.0,0.5885733603786342,0.47984261501210657,0.6275903714573191,34.770732892417044,24.09120912477374,159.60740460956328,107.13813375847222,270.33455248885616,34.770732892417044,12.845583754991502,111.99108796215472,24.97940195189649,1.0,residual,
noinfo,Lena,alaska,x25,stefan,none,0.0,ddpm,0,1.0,mean,1,2958.0,20.0,0.35654721658778454,0.28636915332440155,0.45655584949488653,39.14080378618984,29.1810763872539,233.39329551140364,174.36209283353614,306.98374425795856,39.14080378618984,137.30309477499983,56.949396950213924,27.271560617878578,3.0,residual,
noinfo,Lena,alaska,x25,stefan,none,0.0,nflow,0,0.25,0,1,2958.0,20.0,0.07910750507099391,0.059851576994434136,0.10943414953926836,6.0283650198054515,5.931169331073761,290.38786319167815,209.98366989203996,399.0325403390009,6.0283650198054515,213.56072789483616,70.79877027703657,22.165747414404414,1.0,residual,
noinfo,Lena,alaska,x25,stefan,none,0.0,nflow,0,0.25,1,1,2958.0,20.0,0.07572684246112238,0.04867107521317964,0.09787651230705048,7.684370968590685,7.426064193248749,307.548148059975,227.72682594954364,441.45896627321616,7.684370968590685,235.77994105727007,64.08383603411428,23.076430168690102,1.0,residual,
noinfo,Lena,alaska,x25,stefan,none,0.0,nflow,0,0.25,2,1,2958.0,20.0,0.07876943881000677,0.05090923949346939,0.10199669668310783,5.919756414115945,4.68031020462513,281.02764284108275,218.0632683838938,390.44949509236824,5.919756414115945,200.3387436689451,74.76914275802163,22.014841788353266,1.0,residual,
noinfo,Lena,alaska,x25,stefan,none,0.0,nflow,0,0.25,mean,1,2958.0,20.0,0.07786792878070768,0.05314396390036106,0.10310245284314223,6.5441641341706935,6.01251457631588,292.98788469757864,218.5912547418258,410.3136672348617,6.5441641341706935,216.55980420701712,69.88391635639083,22.419006457149262,3.0,residual,
noinfo,Lena,alaska,x25,stefan,none,0.0,nflow,0,0.5,0,1,2958.0,20.0,0.12204192021636241,0.09019025133927626,0.19902379516029428,12.056730039610903,11.862338662147522,284.9946268175431,197.36973471621644,377.51771351476464,12.056730039610903,219.198072215554,53.73982456237823,23.559112539842623,1.0,residual,
noinfo,Lena,alaska,x25,stefan,none,0.0,nflow,0,0.5,1,1,2958.0,20.0,0.11325219743069642,0.07188828240347188,0.1738336795320208,15.36874193718137,14.852128386497498,326.03647362412863,219.23422218890775,419.4784925595181,15.36874193718137,265.6829039068524,44.98482778009488,25.904945554745275,1.0,residual,
noinfo,Lena,alaska,x25,stefan,none,0.0,nflow,0,0.5,2,1,2958.0,20.0,0.1250845165652468,0.08683200585046343,0.16957848750521856,11.83951282823189,9.36062040925026,263.5741382497307,211.47406065594356,368.3283713060493,11.83951282823189,192.26344810595305,59.47117731554573,23.032895416897524,1.0,residual,
noinfo,Lena,alaska,x25,stefan,none,0.0,nflow,0,0.5,mean,1,2958.0,20.0,0.12012621140410189,0.08297017986440386,0.1808119873991779,13.088328268341387,12.02502915263176,291.5350795638008,209.35933918702258,388.44152579344404,13.088328268341387,225.7148080761198,52.73194321933962,24.165651170495142,3.0,residual,
noinfo,Lena,alaska,x25,stefan,none,0.0,nflow,0,0.75,0,1,2958.0,20.0,0.1605814739688979,0.105490837061231,0.2937755909254493,18.085095059416354,17.793507993221283,287.6280948923278,184.53720054170972,376.867699006341,18.085095059416354,228.1559306737637,41.38706915914771,25.665746580370982,1.0,residual,
noinfo,Lena,alaska,x25,stefan,none,0.0,nflow,0,0.75,1,1,2958.0,20.0,0.1517917511832319,0.08991723846587127,0.26655038759689925,23.053112905772057,22.278192579746246,354.39649273396833,225.6581883771194,454.28781713095196,23.053112905772057,299.25645148548733,32.08692834270895,29.719185662499253,1.0,residual,
noinfo,Lena,alaska,x25,stefan,none,0.0,nflow,0,0.75,2,1,2958.0,20.0,0.16463826910074375,0.11953660977420427,0.24461339137645102,17.759269242347834,14.040930613875389,252.9874940672041,201.5202484097724,339.90143392203765,17.759269242347834,187.0923120045236,48.13591282033261,24.60039245233669,1.0,residual,
noinfo,Lena,alaska,x25,stefan,none,0.0,nflow,0,0.75,mean,1,2958.0,20.0,0.15900383141762453,0.10498156176710217,0.26831312329959983,19.63249240251208,18.03754372894764,298.3373605645001,203.90521244286717,390.35231668644354,19.63249240251208,238.16823138792486,40.53663677406309,26.66177489840231,3.0,residual,
noinfo,Lena,alaska,x25,stefan,none,0.0,nflow,0,1.0,0,1,2958.0,20.0,0.20757268424611225,0.13448618645756275,0.3804242757956766,24.113460079221806,23.724677324295044,296.31550359045684,180.95583612343955,396.6210072554035,24.113460079221806,240.08597063516632,32.116072876068664,28.32695977382219,1.0,residual,
noinfo,Lena,alaska,x25,stefan,none,0.0,nflow,0,1.0,1,1,2958.0,20.0,0.18999323867478027,0.1072465315340963,0.334365027581707,30.73748387436274,29.704256772994995,389.25168638449037,235.10917706639438,512.0772328973289,30.73748387436274,335.55140663966716,22.962795870460475,34.19083219334948,1.0,residual,
noinfo,Lena,alaska,x25,stefan,none,0.0,nflow,0,1.0,2,1,2958.0,20.0,0.21027721433400948,0.1675449268999091,0.32108877940356345,23.67902565646378,18.72124081850052,248.0037241877188,198.17378023518336,311.7594128798565,23.67902565646378,184.47400097516535,39.85069755608968,26.620450250436413,1.0,residual,
noinfo,Lena,alaska,x25,stefan,none,0.0,nflow,0,1.0,mean,1,2958.0,20.0,0.20261437908496735,0.13642588163052272,0.34529269426031567,26.176656536682774,24.05005830526352,311.1903047208887,204.74626447500577,406.81921767752965,26.176656536682774,253.3704594166663,31.643188767539602,29.71274740586936,3.0,residual,
labels,Lena,alaska,x25,stefan,none,0.0,cfm,0,0.25,0,1,1496.0,11.0,0.1891711229946524,0.08668920448933674,0.24070257534793696,12.452587779282025,11.472368001937866,174.8918310897734,144.5413186822373,289.3115624819005,12.452587779282025,121.80670417757595,40.632539132915426,15.416147016203858,1.0,residual,
labels,Lena,alaska,x25,stefan,none,0.0,cfm,0,0.25,1,1,1496.0,11.0,0.17446524064171123,0.08979883057712737,0.21894480983700315,9.84374613627881,8.850866436958313,179.64368390791873,152.50123736657739,286.57667899100323,9.84374613627881,125.80186978242827,43.99806798921164,15.250305022646911,1.0,residual,
labels,Lena,alaska,x25,stefan,none,0.0,cfm,0,0.25,2,1,1496.0,11.0,0.18983957219251338,0.09110173434856177,0.2279809235681917,9.824850731601627,8.114597380161285,170.29586267439535,140.94896105711038,253.02366389922315,9.824850731601627,120.8850139301941,39.58599801259962,14.900731286759857,1.0,residual,
labels,Lena,alaska,x25,stefan,none,0.0,cfm,0,0.25,mean,1,1496.0,11.0,0.18449197860962566,0.08919658980500862,0.22920943625104392,10.707061549054155,9.479277273019155,174.94379255736249,145.99717236864169,276.3039684573756,10.707061549054155,122.83119596339945,41.405535044908895,15.189061108536876,3.0,residual,
labels,Lena,alaska,x25,stefan,none,0.0,cfm,0,0.5,0,1,1496.0,11.0,0.40307486631016043,0.254921014273896,0.49034394679874044,24.90517555856405,22.944736003875732,119.86902353892546,98.17310958270205,231.2817992802331,24.90517555856405,62.434181330038264,32.52966665032315,15.506760734850598,1.0,residual,
labels,Lena,alaska,x25,stefan,none,0.0,cfm,0,0.5,1,1,1496.0,11.0,0.35962566844919786,0.2685291700231186,0.41540189125295507,19.68749227255762,17.701732873916626,122.04882135959227,105.5503225554363,226.47923663625176,19.68749227255762,66.8699015789066,35.49142750812804,14.954548942820752,1.0,residual,
labels,Lena,alaska,x25,stefan,none,0.0,cfm,0,0.5,2,1,1496.0,11.0,0.4057486631016043,0.2426267007667679,0.48078641644325293,19.649701463203254,16.22919476032257,108.99632387769178,90.17342144486726,172.9284601867199,19.649701463203254,60.09362374971257,29.25299866477595,14.343027338004196,1.0,residual,
labels,Lena,alaska,x25,stefan,none,0.0,cfm,0,0.5,mean,1,1496.0,11.0,0.3894830659536542,0.2553589616879275,0.46217741816498287,21.41412309810831,18.95855454603831,116.97138959206984,97.96561786100187,210.2298320344016,21.41412309810831,63.132568886219154,32.42469760774238,14.934779005225183,3.0,residual,
labels,Lena,alaska,x25,stefan,none,0.0,cfm,0,0.75,0,1,1496.0,11.0,0.641042780748663,0.44248142464112594,0.7075219834719239,37.35776333784607,34.4171040058136,92.9793829283992,76.97559026673679,207.3087996153661,37.35776333784607,27.083677523595128,28.537942066958006,16.23685275354961,1.0,residual,
labels,Lena,alaska,x25,stefan,none,0.0,cfm,0,0.75,1,1,1496.0,11.0,0.5969251336898396,0.44331672078191464,0.6488294431946007,29.531238408836433,26.55259931087494,88.25064750233958,71.27118323212856,200.26505613748424,29.531238408836433,29.026070507027462,29.69333858647568,15.11388304674637,1.0,residual,
labels,Lena,alaska,x25,stefan,none,0.0,cfm,0,0.75,2,1,1496.0,11.0,0.6564171122994652,0.54134552481179,0.7168734147114775,29.474552194804883,24.343792140483856,75.4995821457046,65.89136335760456,135.94439164718756,29.474552194804883,23.0227997471942,23.002230203705516,14.363188690813304,1.0,residual,
labels,Lena,alaska,x25,stefan,none,0.0,cfm,0,0.75,mean,1,1496.0,11.0,0.6314616755793225,0.4757145567449435,0.6910749471260006,32.121184647162465,28.437831819057465,85.57653752548113,71.37937895215664,181.17274913334597,32.121184647162465,26.377515925938933,27.077836952379737,15.23797483036976,3.0,residual,
labels,Lena,alaska,x25,stefan,none,0.0,cfm,0,1.0,0,1,1496.0,11.0,0.7927807486631016,0.504107385508098,0.8416244657620379,49.8103511171281,45.889472007751465,88.34174077953635,67.90401261462625,205.7044421411466,49.8103511171281,11.834459742122792,26.696929920285463,17.52669008634696,1.0,residual,
labels,Lena,alaska,x25,stefan,none,0.0,cfm,0,1.0,1,1,1496.0,11.0,0.7747326203208557,0.5321617264838302,0.8542277181787413,39.37498454511524,35.40346574783325,76.3246071771843,56.06976405080622,183.48934343039613,39.37498454511524,11.382972153750332,25.56665047831873,15.714470506074576,1.0,residual,
labels,Lena,alaska,x25,stefan,none,0.0,cfm,0,1.0,2,1,1496.0,11.0,0.820855614973262,0.7293419383173921,0.8425103021978022,39.29940292640651,32.45838952064514,66.78231187884987,57.36195121238609,123.47401168566974,39.29940292640651,7.81000419479003,19.672904757653328,14.958879013072421,1.0,residual,
labels,Lena,alaska,x25,stefan,none,0.0,cfm,0,1.0,mean,1,1496.0,11.0,0.7961229946524063,0.5885370167697733,0.8461208287128604,42.82824619621662,37.91710909207662,77.1495532785235,60.44524262593952,170.88926575240416,42.82824619621662,10.342478696887719,23.978828385419174,16.066679868497985,3.0,residual,
labels,Lena,alaska,x25,stefan,none,0.0,ddpm,0,0.25,0,1,1496.0,11.0,0.1925133689839572,0.08695563875251651,0.24541131122395007,15.593217524515595,10.804221868515015,182.14225519968466,150.514214822056,263.0203473653237,15.593217524515595,130.04024124719243,36.50879642797664,15.594207029000946,1.0,residual,
labels,Lena,alaska,x25,stefan,none,0.0,ddpm,0,0.25,1,1,1496.0,11.0,0.20655080213903743,0.10180707876370887,0.26110427159677724,16.468398841200358,10.890609860420227,170.93426288129268,140.82654085206852,257.37023429119034,16.468398841200358,116.99081258648432,37.475051453608,15.0592970928214,1.0,residual,
labels,Lena,alaska,x25,stefan,none,0.0,ddpm,0,0.25,2,1,1496.0,11.0,0.1751336898395722,0.0810875812093953,0.2167911436601989,10.33991069310341,7.493457794189453,182.38306835327995,151.0640122928987,293.5892615106845,10.33991069310341,127.649054618974,44.394103041202506,15.383412341891045,1.0,residual,
labels,Lena,alaska,x25,stefan,none,0.0,ddpm,0,0.25,mean,1,1496.0,11.0,0.1913992869875223,0.08995009957520689,0.24110224216030873,14.133842352939787,9.729429841041565,178.4865288114191,147.46825598900773,271.3266143890662,14.133842352939787,124.89336948421692,39.45931697426238,15.345638821237797,3.0,residual,
labels,Lena,alaska,x25,stefan,none,0.0,ddpm,0,0.5,0,1,1496.0,11.0,0.36564171122994654,0.20967500482905158,0.46946666035682133,31.18643504903119,21.60844373703003,133.00219519190662,112.68813248525883,204.32117921786056,31.18643504903119,74.02485331834532,27.790906824530126,15.386455210244165,1.0,residual,
labels,Lena,alaska,x25,stefan,none,0.0,ddpm,0,0.5,1,1,1496.0,11.0,0.43516042780748665,0.2842916753247809,0.5316731418509603,32.936797682400716,21.781219720840454,116.50255053757108,98.62550535113625,205.28356599241886,32.936797682400716,54.338347717402456,29.227405137767928,14.502931870037461,1.0,residual,
labels,Lena,alaska,x25,stefan,none,0.0,ddpm,0,0.5,2,1,1496.0,11.0,0.35294117647058826,0.2019247253218224,0.41889135200923866,20.67982138620682,14.986915588378906,127.79591610598922,107.35328053964069,260.9488511208134,20.67982138620682,70.37591928934245,36.740175430439976,15.053452265165875,1.0,residual,
labels,Lena,alaska,x25,stefan,none,0.0,ddpm,0,0.5,mean,1,1496.0,11.0,0.38458110516934046,0.23196380182521828,0.4733437180723401,28.267684705879574,19.45885968208313,125.76688727848898,106.22230612534526,223.51786544369762,28.267684705879574,66.24637344169675,31.252829130912676,14.9809464484825,3.0,residual,
labels,Lena,alaska,x25,stefan,none,0.0,ddpm,0,0.75,0,1,1496.0,11.0,0.5768716577540107,0.40056299372182325,0.7022751980121136,46.779652573546784,32.412665605545044,104.42006698910167,92.39355706181911,171.1323921419074,46.779652573546784,35.44382420835648,22.196590207198405,15.35970056911573,1.0,residual,
labels,Lena,alaska,x25,stefan,none,0.0,ddpm,0,0.75,1,1,1496.0,11.0,0.6938502673796791,0.4705855220316909,0.7623326205295078,49.40519652360108,32.67182958126068,93.06662499735344,78.37136259571642,176.29479081973932,49.40519652360108,19.261376226968306,24.400052246784067,14.348765802104369,1.0,residual,
labels,Lena,alaska,x25,stefan,none,0.0,ddpm,0,0.75,2,1,1496.0,11.0,0.5768716577540107,0.45738239520466395,0.6503651473180558,31.01973207931023,22.48037338256836,94.3066613027451,79.58174135627158,187.02223554443952,31.01973207931023,32.355876593028796,30.931052630406068,15.003346886922191,1.0,residual,
labels,Lena,alaska,x25,stefan,none,0.0,ddpm,0,0.75,mean,1,1496.0,11.0,0.6158645276292335,0.44284363698605933,0.7049909886198925,42.40152705881936,29.188289523124695,97.26445109640008,83.44888700460237,178.1498061686954,42.40152705881936,29.020359009451195,25.842565028129513,14.903937752714095,3.0,residual,
labels,Lena,alaska,x25,stefan,none,0.0,ddpm,0,1.0,0,1,1496.0,11.0,0.7600267379679144,0.5683896307934014,0.8253827306249191,62.37287009806238,43.21688747406006,94.69906187830443,84.08909952833069,154.95037930473825,62.37287009806238,14.614703614444018,17.711488165798034,15.514879495873481,1.0,residual,
labels,Lena,alaska,x25,stefan,none,0.0,ddpm,0,1.0,1,1,1496.0,11.0,0.8422459893048129,0.5952927170868347,0.8958595623501199,65.87359536480143,43.56243944168091,92.1563816562646,70.0739759424517,167.61989116222787,65.87359536480143,5.384664123708552,20.898122167754618,14.609536973495556,1.0,residual,
labels,Lena,alaska,x25,stefan,none,0.0,ddpm,0,1.0,2,1,1496.0,11.0,0.7506684491978609,0.5568814044914198,0.8010392635132353,41.35964277241364,29.973831176757812,81.22874153313616,67.18806088653051,178.1003706273401,41.35964277241364,12.937314964233236,26.93178379648928,15.23585748849458,1.0,residual,
labels,Lena,alaska,x25,stefan,none,0.0,ddpm,0,1.0,mean,1,1496.0,11.0,0.7843137254901961,0.5735212507905519,0.8407605188294248,56.53536941175915,38.91771936416626,89.36139502256839,73.7837121191043,166.8902136981021,56.53536941175915,10.978894234128603,21.847131376680647,15.120091319287873,3.0,residual,
labels,Lena,alaska,x25,stefan,none,0.0,nflow,0,0.25,0,1,1496.0,11.0,0.16310160427807488,0.0847457627118644,0.199172174788098,11.55140714711923,10.97240138053894,191.7306078352074,161.75396612850903,279.2762125954725,11.55140714711923,140.48582255739367,39.69337813069449,16.02078439461544,1.0,residual,
labels,Lena,alaska,x25,stefan,none,0.0,nflow,0,0.25,1,1,1496.0,11.0,0.1925133689839572,0.09324818062144508,0.24020857403128335,12.723429250641088,12.416104316711426,181.10977977557994,150.30506694238576,274.74524780932967,12.723429250641088,130.66860523602116,37.71774528891765,15.813439613879634,1.0,residual,
labels,Lena,alaska,x25,stefan,none,0.0,nflow,0,0.25,2,1,1496.0,11.0,0.18114973262032086,0.08929822984054765,0.22333397546743752,11.022766454053176,9.915765166282654,183.8564720070889,151.9468366375693,285.5733088527692,11.022766454053176,131.2036952359366,41.63001031709915,15.64014915304283,1.0,residual,
labels,Lena,alaska,x25,stefan,none,0.0,nflow,0,0.25,mean,1,1496.0,11.0,0.17892156862745098,0.08909739105795238,0.22090490809560628,11.765867617271164,11.101423621177673,185.56561987262543,154.66862323615467,279.86492308585713,11.765867617271164,134.11937434311713,39.6803779122371,15.824791053845969,3.0,residual,
labels,Lena,alaska,x25,stefan,none,0.0,nflow,0,0.5,0,1,1496.0,11.0,0.30213903743315507,0.178357694429123,0.3852879048662181,23.10281429423846,21.94480276107788,143.04359723656785,122.32834240332794,226.5808733616481,23.10281429423846,90.51405989985628,29.426723042473117,16.362902271764966,1.0,residual,
labels,Lena,alaska,x25,stefan,none,0.0,nflow,0,0.5,1,1,1496.0,11.0,0.3629679144385027,0.22784430885401744,0.4314830269311401,25.446858501282176,24.83220863342285,126.71920227050681,107.10054081664147,207.4750531725551,25.446858501282176,75.12535926194965,26.14698450727498,15.856048526399746,1.0,residual,
labels,Lena,alaska,x25,stefan,none,0.0,nflow,0,0.5,2,1,1496.0,11.0,0.35561497326203206,0.22582560648732988,0.42846057383022673,22.045532908106352,19.831530332565308,130.9188906400931,107.62576345763928,231.59151242008534,22.045532908106352,76.01317632984563,32.860181402141116,15.535867558969171,1.0,residual,
labels,Lena,alaska,x25,stefan,none,0.0,nflow,0,0.5,mean,1,1496.0,11.0,0.34024064171122986,0.2106758699234901,0.4150771685425283,23.531735234542328,22.202847242355347,133.56056338238923,112.35154889253623,221.88247965142952,23.531735234542328,80.55086516388386,29.477962983963067,15.918272785711295,3.0,residual,
labels,Lena,alaska,x25,stefan,none,0.0,nflow,0,0.75,0,1,1496.0,11.0,0.4786096256684492,0.3874995013915013,0.5824725274725274,34.65422144135769,32.91720414161682,109.631102596906,96.02484997443997,183.92985571768435,34.65422144135769,51.80685313266442,23.170028022883887,16.984298123917416,1.0,residual,
labels,Lena,alaska,x25,stefan,none,0.0,nflow,0,0.75,1,1,1496.0,11.0,0.5842245989304813,0.44336765878288603,0.6443306361002149,38.17028775192327,37.24831295013428,94.10776094089279,81.68329226416903,173.68261080381774,38.17028775192327,36.9479885747301,18.98948461423942,16.102095382326794,1.0,residual,
labels,Lena,alaska,x25,stefan,none,0.0,nflow,0,0.75,2,1,1496.0,11.0,0.5608288770053476,0.4138363072759315,0.6735474932464641,33.06829936215953,29.74729549884796,98.58849742678916,80.3606894986737,195.20824564200515,33.06829936215953,37.82864746626686,27.69155059836277,15.66767417945578,1.0,residual,
labels,Lena,alaska,x25,stefan,none,0.0,nflow,0,0.75,mean,1,1496.0,11.0,0.5412210338680927,0.41490115581677295,0.6334502189397355,35.2976028518135,33.30427086353302,100.77578698819599,86.02294391242758,184.27357072116908,35.2976028518135,42.19449639122046,23.283687745162027,16.251355895233328,3.0,residual,
labels,Lena,alaska,x25,stefan,none,0.0,nflow,0,1.0,0,1,1496.0,11.0,0.6490641711229946,0.5504780675156661,0.7087466902030009,46.20562858847692,43.88960552215576,91.88155218624176,80.44494097075695,169.0391754272319,46.20562858847692,26.303077213266953,19.372846384497887,17.85583850282799,1.0,residual,
labels,Lena,alaska,x25,stefan,none,0.0,nflow,0,1.0,1,1,1496.0,11.0,0.7640374331550802,0.5290921939552077,0.8020342318717298,50.89371700256435,49.6644172668457,81.33121226778015,71.44522961541125,144.70310633789202,50.89371700256435,16.027478056157975,14.41001720905782,16.542505097833175,1.0,residual,
labels,Lena,alaska,x25,stefan,none,0.0,nflow,0,1.0,2,1,1496.0,11.0,0.7332887700534759,0.5349936338171631,0.796690688626975,44.091065816212705,39.663060665130615,85.19869814036205,69.8915228347627,188.7684689681771,44.091065816212705,17.01672180451174,24.090910519637607,16.029746276241877,1.0,residual,
labels,Lena,alaska,x25,stefan,none,0.0,nflow,0,1.0,mean,1,1496.0,11.0,0.7154634581105169,0.5381879650960123,0.7691572035672353,47.063470469084656,44.40569448471069,86.13715419812799,73.9272311403103,167.50358357776702,47.063470469084656,19.782425691312223,19.2912580377311,16.809363292301015,3.0,residual,
covonly,Canada,alaska,x25,stefan,none,0.0,cfm,0,0.25,0,1,374.0,19.0,0.06951871657754011,0.019329626875760442,0.1363781123335263,4.757857199123299,4.341320425271988,428.77741213805535,237.3502979915818,591.3561442195843,4.757857199123299,134.37283591916193,289.64671901977016,30.600143215207375,1.0,residual,
covonly,Canada,alaska,x25,stefan,none,0.0,cfm,0,0.25,1,1,374.0,19.0,0.08288770053475936,0.058823529411764705,0.13210691823899368,8.73464768108872,7.479027196764946,394.16522162643986,243.37179400720095,518.4659741676467,8.73464768108872,136.6786381115996,248.75193583375156,30.486328496269937,1.0,residual,
covonly,Canada,alaska,x25,stefan,none,0.0,cfm,0,0.25,2,1,374.0,19.0,0.10160427807486631,0.06507918552036199,0.16838026767500866,8.211202390825646,7.499474108219147,404.7249995906556,217.84389341826756,573.5639741536658,8.211202390825646,109.46488093694293,287.048916262887,31.333593829251615,1.0,residual,
covonly,Canada,alaska,x25,stefan,none,0.0,cfm,0,0.25,mean,1,374.0,19.0,0.08467023172905526,0.047744113935962375,0.14562176608250954,7.234569090345889,6.439940576752027,409.22254445171694,232.85532847235012,561.1286975136322,7.234569090345889,126.83878498923484,275.1491903721363,30.806688513576308,3.0,residual,
