cond,target,dset,xset,anchor,pseudo,r,resid,iw,lam,seed,n_splits,n_cells,n_blocks,coverage,cov_ci_lo,cov_ci_hi,width_mean,width_median,interval_score,is_ci_lo,is_ci_hi,is_width_part,is_under_part,is_over_part,rmse_point,n_seed,family_tag,note
covonly,Russia_C,alaska,x25,stefan_cci,none,0.0,ddpm,0,0.5,1,1,3.0,3.0,0.0,,,11.084309317171574,11.083844184875488,861.0070715254916,,,11.084309317171574,31.377552267577897,818.5452099407421,73.76518586368962,1.0,residual,
covonly,Russia_C,alaska,x25,stefan_cci,none,0.0,ddpm,0,0.5,2,1,3.0,3.0,0.6666666666666666,,,13.710000365972519,13.535535335540771,830.2898595993425,,,13.710000365972519,0.0,816.57985923337,78.26342300647096,1.0,residual,
covonly,Russia_C,alaska,x25,stefan_cci,none,0.0,ddpm,0,0.5,mean,1,3.0,3.0,0.3333333333333333,,,12.756612641115984,12.140786329905191,855.3032031126304,,,12.756612641115984,13.29641639634414,829.2501740751703,76.52222355321541,3.0,residual,
covonly,Russia_C,alaska,x25,stefan_cci,none,0.0,ddpm,0,0.75,0,1,3.0,3.0,0.3333333333333333,,,20.213292360305786,17.704469203948975,918.3579792212818,,,20.213292360305786,25.024884012010347,873.1198028489656,81.33590725820201,1.0,residual,
covonly,Russia_C,alaska,x25,stefan_cci,none,0.0,ddpm,0,0.75,1,1,3.0,3.0,0.0,,,16.62646397575736,16.625766277313232,895.3764160120362,,,16.62646397575736,56.75051385329828,821.9994381829805,75.78123494832843,1.0,residual,
covonly,Russia_C,alaska,x25,stefan_cci,none,0.0,ddpm,0,0.75,2,1,3.0,3.0,0.6666666666666666,,,20.56500054895878,20.303303003311157,839.6164126708812,,,20.56500054895878,0.0,819.0514121219225,82.26439319883725,1.0,residual,
covonly,Russia_C,alaska,x25,stefan_cci,none,0.0,ddpm,0,0.75,mean,1,3.0,3.0,0.3333333333333333,,,19.134918961673975,18.211179494857788,884.4502693013998,,,19.134918961673975,27.258465955102878,838.0568843846228,79.79384513512257,3.0,residual,
covonly,Russia_C,alaska,x25,stefan_cci,none,0.0,ddpm,0,1.0,0,1,3.0,3.0,0.3333333333333333,,,26.951056480407715,23.605958938598633,962.1032802295063,,,26.951056480407715,41.53807110256617,893.6141526465323,85.23828339901567,1.0,residual,
covonly,Russia_C,alaska,x25,stefan_cci,none,0.0,ddpm,0,1.0,1,1,3.0,3.0,0.0,,,22.168618634343147,22.167688369750977,929.7457604985807,,,22.168618634343147,82.12347543901866,825.4536664252188,77.97416503786492,1.0,residual,
covonly,Russia_C,alaska,x25,stefan_cci,none,0.0,ddpm,0,1.0,2,1,3.0,3.0,0.6666666666666666,,,27.420000731945038,27.071070671081543,848.9429657424198,,,27.420000731945038,0.0,821.5229650104748,86.28214449038488,1.0,residual,
covonly,Russia_C,alaska,x25,stefan_cci,none,0.0,ddpm,0,1.0,mean,1,3.0,3.0,0.3333333333333333,,,25.513225282231968,24.281572659810383,913.5973354901689,,,25.513225282231968,41.22051551386161,846.8635946940752,83.1648643090885,3.0,residual,
covonly,Russia_C,alaska,x25,stefan_cci,none,0.0,nflow,0,0.25,0,1,3.0,3.0,0.3333333333333333,,,4.022670209407806,4.368169367313385,890.4115792080469,,,4.022670209407806,1.0296340783437092,885.3592749202953,77.19569294126366,1.0,residual,
covonly,Russia_C,alaska,x25,stefan_cci,none,0.0,nflow,0,0.25,1,1,3.0,3.0,0.0,,,9.688226342201233,3.8020858764648438,784.613282484946,,,9.688226342201233,42.144414848751474,732.7806412939932,75.19224909110628,1.0,residual,
covonly,Russia_C,alaska,x25,stefan_cci,none,0.0,nflow,0,0.25,2,1,3.0,3.0,0.6666666666666666,,,4.06894330183665,5.472292542457581,878.7305100922491,,,4.06894330183665,0.0,874.6615667904125,75.85538588231579,1.0,residual,
covonly,Russia_C,alaska,x25,stefan_cci,none,0.0,nflow,0,0.25,mean,1,3.0,3.0,0.3333333333333333,,,5.926613284481896,4.54751592874527,851.2517905950807,,,5.926613284481896,14.391349642365062,830.9338276682337,76.08110930489524,3.0,residual,
covonly,Russia_C,alaska,x25,stefan_cci,none,0.0,nflow,0,0.5,0,1,3.0,3.0,0.3333333333333333,,,8.045340418815613,8.73633873462677,968.5754830471052,,,8.045340418815613,1.4483462439642854,959.0817963843252,84.2205074360616,1.0,residual,
covonly,Russia_C,alaska,x25,stefan_cci,none,0.0,nflow,0,0.5,1,1,3.0,3.0,0.0,,,19.376452684402466,7.6041717529296875,776.9581824174894,,,19.376452684402466,103.6572006013658,653.924529131721,80.3910017998314,1.0,residual,
covonly,Russia_C,alaska,x25,stefan_cci,none,0.0,nflow,0,0.5,2,1,3.0,3.0,0.6666666666666666,,,8.1378866036733,10.944585084915161,945.8242667282329,,,8.1378866036733,0.0,937.6863801245596,81.49064780474407,1.0,residual,
covonly,Russia_C,alaska,x25,stefan_cci,none,0.0,nflow,0,0.5,mean,1,3.0,3.0,0.3333333333333333,,,11.853226568963793,9.09503185749054,897.1193107309424,,,11.853226568963793,35.03518228177669,850.2309018802019,82.03405234687902,3.0,residual,
covonly,Russia_C,alaska,x25,stefan_cci,none,0.0,nflow,0,0.75,0,1,3.0,3.0,0.3333333333333333,,,12.06801062822342,13.104508101940155,1059.3021864723537,,,12.06801062822342,14.429857995774995,1032.8043178483551,91.3625697047326,1.0,residual,
covonly,Russia_C,alaska,x25,stefan_cci,none,0.0,nflow,0,0.75,1,1,3.0,3.0,0.0,,,29.0646790266037,11.406257629394531,769.3030823500327,,,29.0646790266037,165.16998635398014,575.0684169694489,85.85964763344401,1.0,residual,
covonly,Russia_C,alaska,x25,stefan_cci,none,0.0,nflow,0,0.75,2,1,3.0,3.0,0.3333333333333333,,,12.206829905509949,16.41687762737274,1015.7650323342655,,,12.206829905509949,2.8470089700486767,1000.7111934587068,87.20906425125784,1.0,residual,
covonly,Russia_C,alaska,x25,stefan_cci,none,0.0,nflow,0,0.75,mean,1,3.0,3.0,0.2222222222222222,,,17.77983985344569,13.64254778623581,948.1234337188839,,,17.77983985344569,60.81561777326794,869.5279760921703,88.14376052981147,3.0,residual,
covonly,Russia_C,alaska,x25,stefan_cci,none,0.0,nflow,0,1.0,0,1,3.0,3.0,0.3333333333333333,,,16.090680837631226,17.47267746925354,1150.028889897602,,,16.090680837631226,27.411369747585706,1106.5268393123852,98.59640368428818,1.0,residual,
covonly,Russia_C,alaska,x25,stefan_cci,none,0.0,nflow,0,1.0,1,1,3.0,3.0,0.0,,,38.75290536880493,15.208343505859375,761.6479822825762,,,38.75290536880493,226.68277210659448,496.21230480717674,91.54983390184267,1.0,residual,
covonly,Russia_C,alaska,x25,stefan_cci,none,0.0,nflow,0,1.0,2,1,3.0,3.0,0.3333333333333333,,,16.2757732073466,21.889170169830322,1091.9793510468178,,,16.2757732073466,11.96757104661728,1063.736006792854,92.9952966078638,1.0,residual,
covonly,Russia_C,alaska,x25,stefan_cci,none,0.0,nflow,0,1.0,mean,1,3.0,3.0,0.2222222222222222,,,23.706453137927586,18.19006371498108,1001.2187410756654,,,23.706453137927586,88.68723763359917,888.8250503041386,94.3805113979982,3.0,residual,
noinfo,Russia_C,alaska,x25,stefan_cci,none,0.0,cfm,0,0.25,0,1,7.0,6.0,0.14285714285714285,,,5.0995516415153235,4.571298599243164,677.6387538292578,,,5.0995516415153235,172.13954912764686,500.39965306009566,53.9049159283965,1.0,residual,
noinfo,Russia_C,alaska,x25,stefan_cci,none,0.0,cfm,0,0.25,1,1,7.0,6.0,0.0,,,6.429755253451211,5.744192838668823,650.9235884660766,,,6.429755253451211,143.95658283006577,500.53725038255965,54.568157677969246,1.0,residual,
noinfo,Russia_C,alaska,x25,stefan_cci,none,0.0,cfm,0,0.25,2,1,7.0,6.0,0.42857142857142855,,,4.540165976754257,4.028101682662964,670.07775763848,,,4.540165976754257,131.16105488368444,534.3765367780413,56.457236388240375,1.0,residual,
noinfo,Russia_C,alaska,x25,stefan_cci,none,0.0,cfm,0,0.25,mean,1,7.0,6.0,0.19047619047619047,,,5.356490957240264,4.781197706858317,666.2133666446048,,,5.356490957240264,149.08572894713234,511.77114674023215,54.97676999820204,3.0,residual,
noinfo,Russia_C,alaska,x25,stefan_cci,none,0.0,cfm,0,0.5,0,1,7.0,6.0,0.0,,,10.199103283030647,9.142597198486328,662.2714462862128,,,10.199103283030647,165.6414538054239,486.4308891977583,54.16485816887368,1.0,residual,
noinfo,Russia_C,alaska,x25,stefan_cci,none,0.0,cfm,0,0.5,1,1,7.0,6.0,0.14285714285714285,,,12.859510506902422,11.488385677337646,614.7383392822175,,,12.859510506902422,115.1727449326288,486.70608384268627,55.7632081116945,1.0,residual,
noinfo,Russia_C,alaska,x25,stefan_cci,none,0.0,cfm,0,0.5,2,1,7.0,6.0,0.2857142857142857,,,9.080331953508514,8.056203365325928,638.947726264596,,,9.080331953508514,74.32336534772601,555.5440289633615,59.610998016399876,1.0,residual,
noinfo,Russia_C,alaska,x25,stefan_cci,none,0.0,cfm,0,0.5,mean,1,7.0,6.0,0.14285714285714285,,,10.712981914480528,9.562395413716635,638.6525039443421,,,10.712981914480528,118.3791880285929,509.5603340012687,56.51302143232268,3.0,residual,
noinfo,Russia_C,alaska,x25,stefan_cci,none,0.0,cfm,0,0.75,0,1,7.0,6.0,0.0,,,15.29865492454597,13.713895797729492,649.6896670169773,,,15.29865492454597,161.9288867570105,472.46212533542086,54.774390998386714,1.0,residual,
noinfo,Russia_C,alaska,x25,stefan_cci,none,0.0,cfm,0,0.75,1,1,7.0,6.0,0.14285714285714285,,,19.289265760353633,17.23257851600647,579.4927864443688,,,19.289265760353633,87.32860338120233,472.87491730281283,57.545745726728875,1.0,residual,
noinfo,Russia_C,alaska,x25,stefan_cci,none,0.0,cfm,0,0.75,2,1,7.0,6.0,0.42857142857142855,,,13.62049793026277,12.084305047988892,614.9558143158044,,,13.62049793026277,24.100701468331472,577.2346149172101,63.35702678760071,1.0,residual,
noinfo,Russia_C,alaska,x25,stefan_cci,none,0.0,cfm,0,0.75,mean,1,7.0,6.0,0.19047619047619047,,,16.06947287172079,14.343593120574951,614.7127559257168,,,16.06947287172079,91.11939720218145,507.5238858518146,58.559054504238766,3.0,residual,
noinfo,Russia_C,alaska,x25,stefan_cci,none,0.0,cfm,0,1.0,0,1,7.0,6.0,0.14285714285714285,,,20.398206566061294,18.285194396972656,637.7311920807475,,,20.398206566061294,158.83962404160272,458.4933614730835,55.72204328286366,1.0,residual,
noinfo,Russia_C,alaska,x25,stefan_cci,none,0.0,cfm,0,1.0,1,1,7.0,6.0,0.2857142857142857,,,25.719021013804845,22.976771354675293,552.0266547316597,,,25.719021013804845,67.26388295491536,459.04375076293945,59.86331305047578,1.0,residual,
noinfo,Russia_C,alaska,x25,stefan_cci,none,0.0,cfm,0,1.0,2,1,7.0,6.0,0.2857142857142857,,,18.160663907017028,16.112406730651855,643.3936846894877,,,18.160663907017028,2.7625819614955356,622.4704388209751,67.59692905123889,1.0,residual,
noinfo,Russia_C,alaska,x25,stefan_cci,none,0.0,cfm,0,1.0,mean,1,7.0,6.0,0.23809523809523805,,,21.425963828961056,19.12479082743327,611.0505105006317,,,21.425963828961056,76.28869631933787,513.3358503523327,61.060761794859445,3.0,residual,
noinfo,Russia_C,alaska,x25,stefan_cci,none,0.0,ddpm,0,0.25,0,1,7.0,6.0,0.42857142857142855,,,5.617922176207815,5.302938461303711,669.9208458555596,,,5.617922176207815,144.00791985648019,520.2950038228716,55.358873670920154,1.0,residual,
noinfo,Russia_C,alaska,x25,stefan_cci,none,0.0,ddpm,0,0.25,1,1,7.0,6.0,0.0,,,4.663664507014411,4.0176615715026855,655.8954934633913,,,4.663664507014411,143.85993790058862,507.3718910557883,53.55687789406151,1.0,residual,
noinfo,Russia_C,alaska,x25,stefan_cci,none,0.0,ddpm,0,0.25,2,1,7.0,6.0,0.42857142857142855,,,7.111701888697488,7.330794811248779,660.2224519508226,,,7.111701888697488,138.4495953151158,514.6611547470093,55.82483553894031,1.0,residual,
noinfo,Russia_C,alaska,x25,stefan_cci,none,0.0,ddpm,0,0.25,mean,1,7.0,6.0,0.2857142857142857,,,5.797762857306572,5.550464948018392,662.0129304232578,,,5.797762857306572,142.1058176907282,514.1093498752231,54.91352903464065,3.0,residual,
noinfo,Russia_C,alaska,x25,stefan_cci,none,0.0,ddpm,0,0.5,0,1,7.0,6.0,0.42857142857142855,,,11.23584435241563,10.605876922607422,637.4745303690434,,,11.23584435241563,100.01709529331752,526.2215907233102,57.04175618331688,1.0,residual,
noinfo,Russia_C,alaska,x25,stefan_cci,none,0.0,ddpm,0,0.5,1,1,7.0,6.0,0.0,,,9.327329014028821,8.035323143005371,624.3559821020989,,,9.327329014028821,114.6532878989265,500.37536518914357,53.640914323002676,1.0,residual,
noinfo,Russia_C,alaska,x25,stefan_cci,none,0.0,ddpm,0,0.5,2,1,7.0,6.0,0.42857142857142855,,,14.223403777394976,14.661589622497559,618.0777425595692,,,14.223403777394976,88.90044621058873,514.9538925715855,57.99606661517819,1.0,residual,
noinfo,Russia_C,alaska,x25,stefan_cci,none,0.0,ddpm,0,0.5,mean,1,7.0,6.0,0.2857142857142857,,,11.595525714613144,11.100929896036783,626.6360850102373,,,11.595525714613144,101.1902764676109,513.8502828280131,56.22624570716591,3.0,residual,
noinfo,Russia_C,alaska,x25,stefan_cci,none,0.0,ddpm,0,0.75,0,1,7.0,6.0,0.2857142857142857,,,16.853766528623446,15.908815383911133,610.1567907297895,,,16.853766528623446,61.154846577417274,532.1481776237488,59.020584330521864,1.0,residual,
noinfo,Russia_C,alaska,x25,stefan_cci,none,0.0,ddpm,0,0.75,1,1,7.0,6.0,0.0,,,13.990993521043233,12.052984714508057,592.8164707408065,,,13.990993521043233,85.44663789726438,493.3788393224989,54.24927437827094,1.0,residual,
noinfo,Russia_C,alaska,x25,stefan_cci,none,0.0,ddpm,0,0.75,2,1,7.0,6.0,0.42857142857142855,,,21.335105666092463,21.992384433746338,575.9330331683159,,,21.335105666092463,39.351297106061665,515.2466303961618,60.47605022875899,1.0,residual,
noinfo,Russia_C,alaska,x25,stefan_cci,none,0.0,ddpm,0,0.75,mean,1,7.0,6.0,0.23809523809523805,,,17.393288571919715,16.651394844055176,592.9687648796372,,,17.393288571919715,61.98426052691443,513.591215780803,57.915302979183934,3.0,residual,
noinfo,Russia_C,alaska,x25,stefan_cci,none,0.0,ddpm,0,1.0,0,1,7.0,6.0,0.2857142857142857,,,22.47168870483126,21.211753845214844,582.9220972770737,,,22.47168870483126,22.375644048055005,538.0747645241873,61.266688933144714,1.0,residual,
noinfo,Russia_C,alaska,x25,stefan_cci,none,0.0,ddpm,0,1.0,1,1,7.0,6.0,0.2857142857142857,,,18.654658028057643,16.070646286010742,572.9468921536491,,,18.654658028057643,67.9099206697373,486.38231345585416,55.36467658392888,1.0,residual,
noinfo,Russia_C,alaska,x25,stefan_cci,none,0.0,ddpm,0,1.0,2,1,7.0,6.0,0.7142857142857143,,,28.446807554789952,29.323179244995117,543.986175775528,,,28.446807554789952,0.0,515.539368220738,63.22846659746951,1.0,residual,
noinfo,Russia_C,alaska,x25,stefan_cci,none,0.0,ddpm,0,1.0,mean,1,7.0,6.0,0.42857142857142855,,,23.191051429226288,22.201859792073567,566.6183884020835,,,23.191051429226288,30.095188239264104,513.3321487335932,59.95327737151437,3.0,residual,
